"locus","chr","start","stop","processed","K","n_snps","h2_MDD","h2_BIP","p_MDD","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
176,1,226534712,228045554,TRUE,309,3720,NA,0.000163584,NA,0.00594561,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
177,1,228045555,229075156,TRUE,226,1791,NA,0.000136497,NA,0.00858992,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
178,1,229075157,230227247,TRUE,394,1981,0.000467259,0.000260665,0.00392482,0.000290142,TRUE,0.521925,0.521925,FALSE,0.01193,1,0.0501026,2,NA
179,1,230227248,231287764,TRUE,461,3196,0.000403653,0.000116966,0.0146641,0.065094,FALSE,NA,NA,NA,NA,NA,NA,2,NA
180,1,231287765,232177704,TRUE,289,1791,0.000359307,0.000222643,0.00819575,0.000438607,TRUE,0.0745712,0.0745712,FALSE,-0.67045,0.73901,0.795586,2,NA
181,1,232177705,232954942,TRUE,337,2002,0.000261896,0.000193858,0.0481623,0.00246112,TRUE,0.00100204,0.00100204,FALSE,-1,0.85858,0.997816,2,NA
182,1,232954943,233639473,TRUE,224,1888,0.000123178,0.000154943,0.162641,0.00341301,FALSE,NA,NA,NA,NA,NA,NA,2,NA
183,1,233639474,234365796,TRUE,289,2033,9.20346e-05,6.00522e-05,0.254591,0.15879,FALSE,NA,NA,NA,NA,NA,NA,2,NA
184,1,234365797,235097113,TRUE,360,1910,0.000282817,8.802e-05,0.0402911,0.099563,FALSE,NA,NA,NA,NA,NA,NA,2,NA
185,1,235097114,236199671,TRUE,244,1890,0.000217163,8.29256e-05,0.0522255,0.0714941,FALSE,NA,NA,NA,NA,NA,NA,2,NA
186,1,236199672,237409458,TRUE,452,3356,1.2101e-07,0.000210079,0.490883,0.00388862,FALSE,NA,NA,NA,NA,NA,NA,2,NA
187,1,237409459,238094455,TRUE,301,1904,0.000477499,0.000120394,0.00110337,0.0305689,TRUE,-0.435551,-0.435551,FALSE,-1,0.23468,0.194222,2,NA
188,1,238094456,238704857,TRUE,165,1873,4.25665e-05,0.000531952,0.335176,5.04294e-18,FALSE,NA,NA,NA,NA,NA,NA,2,NA
189,1,238704858,239332148,TRUE,194,1890,NA,0.000121315,NA,0.00963298,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
190,1,239332149,240248508,TRUE,337,2228,0.000200585,0.000186863,0.096756,0.00317352,FALSE,NA,NA,NA,NA,NA,NA,2,NA
191,1,240248509,241033584,TRUE,331,1777,3.95895e-05,0.000171039,0.387295,0.00554193,FALSE,NA,NA,NA,NA,NA,NA,2,NA
192,1,241033585,241813534,TRUE,340,1902,0.000446247,0.000398657,0.003096,3.38487e-08,TRUE,0.14995,0.14995,FALSE,-0.35273,0.6112,0.492404,2,NA
193,1,241813535,242417923,TRUE,275,1770,5.45502e-05,7.76738e-05,0.336473,0.0942853,FALSE,NA,NA,NA,NA,NA,NA,2,NA
194,1,242417924,243048003,TRUE,225,1712,0.000103886,8.60474e-05,0.199116,0.0564943,FALSE,NA,NA,NA,NA,NA,NA,2,NA
195,1,243048004,244723196,TRUE,438,2649,0.000427204,0.00015749,0.00984336,0.0203593,TRUE,0.152859,0.152859,FALSE,-0.8589,1,0.668514,2,NA
196,1,244723197,245970505,TRUE,597,2942,0.000350106,0.000115696,0.0463393,0.0926474,FALSE,NA,NA,NA,NA,NA,NA,2,NA
197,1,245970506,246610290,TRUE,165,2029,0.000186284,0.000143854,0.0512169,0.00179946,FALSE,NA,NA,NA,NA,NA,NA,2,NA
198,1,246610291,247531112,TRUE,332,2536,0.000457087,0.00011351,0.00235249,0.0438226,TRUE,-0.00780966,-0.00780966,FALSE,-1,0.86055,0.982736,2,NA
199,1,247531113,248341594,TRUE,287,2382,9.75403e-05,2.19727e-05,0.242432,0.347099,FALSE,NA,NA,NA,NA,NA,NA,2,NA
200,1,248341595,249240538,TRUE,96,1160,4.84545e-05,9.55394e-05,0.269279,0.00655585,FALSE,NA,NA,NA,NA,NA,NA,2,NA
201,2,10181,789195,TRUE,228,1813,0.000464815,0.000123174,0.000374075,0.0138789,TRUE,-0.0226715,-0.0226715,FALSE,-0.86951,0.65221,0.940298,2,NA
202,2,789196,1376545,TRUE,149,2099,NA,4.07745e-05,NA,0.169418,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
203,2,1376546,1875060,TRUE,233,1662,0.000206936,9.57129e-05,0.0564179,0.0449927,FALSE,NA,NA,NA,NA,NA,NA,2,NA
204,2,1875061,2680063,TRUE,322,1983,0.000357163,0.000141712,0.0112055,0.0165348,TRUE,0.19598,0.19598,FALSE,-0.75803,1,0.5848,2,NA
205,2,2680064,3314202,TRUE,325,1819,0.000559059,0.00010923,0.000288014,0.047691,TRUE,-0.238559,-0.238559,FALSE,-1,0.45451,0.47691,2,NA
206,2,3314203,4016104,TRUE,312,1861,0.000222183,9.03073e-05,0.0690389,0.0773032,FALSE,NA,NA,NA,NA,NA,NA,2,NA
207,2,4016105,4766969,TRUE,238,1877,0.000306981,NA,0.0116504,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
208,2,4766970,5568653,TRUE,215,1710,0.000226756,8.99729e-05,0.037085,0.0458967,TRUE,-0.0452678,-0.0452678,FALSE,-1,1,0.921028,2,NA
209,2,5568654,6306606,TRUE,311,2190,0.00018802,0.000191027,0.109385,0.00195324,FALSE,NA,NA,NA,NA,NA,NA,2,NA
210,2,6306607,7108208,TRUE,291,1878,0.000205218,0.000105826,0.0781527,0.044404,FALSE,NA,NA,NA,NA,NA,NA,2,NA
211,2,7108209,7966709,TRUE,253,2012,6.24355e-05,8.51581e-05,0.310808,0.0678072,FALSE,NA,NA,NA,NA,NA,NA,2,NA
212,2,7966710,8978798,TRUE,376,1991,NA,0.000141866,NA,0.0237314,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
213,2,8978799,9960670,TRUE,271,1809,NA,0.000127589,NA,0.0182265,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
214,2,9960671,10611654,TRUE,332,2084,NA,9.10777e-05,NA,0.0818526,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
215,2,10611655,11230349,TRUE,299,1935,0.000275705,9.96102e-05,0.0318323,0.0558878,FALSE,NA,NA,NA,NA,NA,NA,2,NA
216,2,11230350,11995765,TRUE,305,1832,0.000422601,3.87942e-06,0.00325329,0.464387,FALSE,NA,NA,NA,NA,NA,NA,2,NA
217,2,11995766,12732506,TRUE,351,1934,0.000425898,7.69447e-05,0.00496381,0.126036,FALSE,NA,NA,NA,NA,NA,NA,2,NA
218,2,12732507,13625450,TRUE,199,2231,0.000167266,2.26454e-05,0.0811116,0.313702,FALSE,NA,NA,NA,NA,NA,NA,2,NA
219,2,13625451,14692120,TRUE,269,2703,NA,0.000157779,NA,0.00492133,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
220,2,14692121,15721703,TRUE,236,2104,0.000122803,0.000144018,0.167415,0.0059619,FALSE,NA,NA,NA,NA,NA,NA,2,NA
221,2,15721704,17241115,TRUE,543,3434,0.000161446,0.00059786,0.203857,1.04654e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
222,2,17241116,18656325,TRUE,391,3690,0.00026011,0.000152382,0.0613739,0.0175872,FALSE,NA,NA,NA,NA,NA,NA,2,NA
223,2,18656326,20064517,TRUE,438,3601,0.000451459,0.000138877,0.00683389,0.0346067,TRUE,-0.167757,-0.167757,FALSE,-1,0.65114,0.648694,2,NA
224,2,20064518,21084898,TRUE,387,2372,0.000469112,4.52047e-05,0.00324434,0.253857,FALSE,NA,NA,NA,NA,NA,NA,2,NA
225,2,21084899,22429640,TRUE,279,2168,0.000204111,0.000156672,0.0768605,0.00674395,FALSE,NA,NA,NA,NA,NA,NA,2,NA
226,2,22429641,23538527,TRUE,360,2329,0.000259991,0.000329165,0.0538125,5.0456e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
227,2,23538528,24669224,TRUE,283,2760,0.000238958,0.000320532,0.0487021,1.09242e-06,TRUE,0.333413,0.333413,FALSE,-0.31034,1,0.259664,2,NA
228,2,24669225,25895394,TRUE,277,2093,0.00010647,6.74146e-05,0.216852,0.126328,FALSE,NA,NA,NA,NA,NA,NA,2,NA
229,2,25895395,26894102,TRUE,271,1822,0.000182037,0.000146418,0.0976221,0.00894236,FALSE,NA,NA,NA,NA,NA,NA,2,NA
230,2,26894103,28819510,TRUE,376,2977,0.000614072,0.00041942,0.000226797,4.6656e-08,TRUE,-0.11275,-0.11275,FALSE,-0.5911,0.2706,0.56281,2,NA
231,2,28819511,29627932,TRUE,278,1906,0.000428249,0.000181197,0.00193756,0.00208603,TRUE,0.655066,0.655066,FALSE,0.11457,1,0.0215732,2,NA
232,2,29627933,30575619,TRUE,349,2178,NA,0.000275219,NA,7.61998e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
233,2,30575620,31457418,TRUE,312,2529,0.000385165,0.000128182,0.00657472,0.0271674,TRUE,0.880649,0.880649,FALSE,0.23073,1,0.0156939,2,NA
234,2,31457419,33123604,TRUE,353,3140,0.0012438,0.000201511,1.43226e-10,0.00305892,TRUE,-0.237397,-0.237397,FALSE,-0.82554,0.16812,0.244757,2,NA
235,2,33123605,33735318,TRUE,299,1904,0.000106013,0.000128123,0.226788,0.0225823,FALSE,NA,NA,NA,NA,NA,NA,2,NA
236,2,33735319,34239776,TRUE,184,1790,NA,6.39713e-05,NA,0.099889,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
237,2,34239777,34890558,TRUE,206,1685,0.000174567,0.000215847,0.0766646,7.65152e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
238,2,34890559,35609257,TRUE,195,1972,8.51833e-05,0.000188737,0.230933,0.000260747,FALSE,NA,NA,NA,NA,NA,NA,2,NA
239,2,35609258,36120743,TRUE,131,1844,8.4263e-05,5.99255e-05,0.183537,0.0727364,FALSE,NA,NA,NA,NA,NA,NA,2,NA
240,2,36120744,36867389,TRUE,273,1991,0.000314403,0.000243651,0.0159979,8.41817e-05,TRUE,0.191563,0.191563,FALSE,-0.50986,0.9101,0.507259,2,NA
241,2,36867390,37603360,TRUE,257,1922,6.01727e-05,0.000152927,0.318068,0.00542934,FALSE,NA,NA,NA,NA,NA,NA,2,NA
242,2,37603361,38887393,TRUE,441,3289,0.000363665,0.000355064,0.0228858,1.07035e-05,TRUE,-0.336859,-0.336859,FALSE,-1,0.22254,0.22289,2,NA
243,2,38887394,40087418,TRUE,279,1895,0.000313057,0.000135736,0.0173421,0.014709,TRUE,-0.438764,-0.438764,FALSE,-1,0.32016,0.237122,2,NA
244,2,40087419,40786176,TRUE,304,1893,0.00053195,0.000265082,0.000424645,7.17009e-05,TRUE,0.000514263,0.000514263,FALSE,-0.54488,0.47054,0.99824,2,NA
245,2,40786177,41540439,TRUE,217,1868,0.000244463,0.000260443,0.0295829,5.81016e-06,TRUE,-0.0576948,-0.0576948,FALSE,-0.94703,0.58531,0.843317,2,NA
246,2,41540440,42307418,TRUE,250,2365,0.000140517,0.000152013,0.141838,0.00501798,FALSE,NA,NA,NA,NA,NA,NA,2,NA
247,2,42307419,43295776,TRUE,326,2233,0.000360047,NA,0.0107085,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
248,2,43295777,44104110,TRUE,275,1973,0.000269216,0.000179049,0.0294709,0.00235607,TRUE,0.920933,0.920933,FALSE,0.29549,1,0.00835174,2,NA
249,2,44104111,45189468,TRUE,339,2340,0.000195277,0.000314194,0.103159,6.5881e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
250,2,45189469,45850047,TRUE,341,1812,1.56421e-05,0.000155047,0.449412,0.0112184,FALSE,NA,NA,NA,NA,NA,NA,2,NA
251,2,45850048,46499326,TRUE,439,1866,0.000161627,0.000299011,0.175505,9.58448e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
252,2,46499327,47320114,TRUE,375,2259,NA,0.000152594,NA,0.017161,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
253,2,47320115,48171058,TRUE,412,1976,0.000265803,0.000280037,0.0608491,0.000155636,FALSE,NA,NA,NA,NA,NA,NA,2,NA
254,2,48171059,49114132,TRUE,279,2202,0.000522504,0.000336012,0.000267378,3.39095e-07,TRUE,0.316589,0.316589,FALSE,-0.10267,0.75809,0.124812,2,NA
255,2,49114133,49849185,TRUE,261,2057,9.28015e-05,0.000201439,0.238442,0.000575494,FALSE,NA,NA,NA,NA,NA,NA,2,NA
256,2,49849186,50756240,TRUE,246,2189,0.000403638,0.000298925,0.00194407,1.03738e-06,TRUE,0.577517,0.577517,FALSE,0.16187,1,0.0124738,2,NA
257,2,50756241,51669493,TRUE,268,2164,0.000122066,0.000238747,0.182214,0.000102255,FALSE,NA,NA,NA,NA,NA,NA,2,NA
258,2,51669494,52494111,TRUE,265,1943,0.000209805,0.00045912,0.0658931,1.15336e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
259,2,52494112,53032976,TRUE,149,1847,0.000418149,NA,0.000133708,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
260,2,53032977,53852120,TRUE,308,2411,0.000452195,8.68036e-05,0.00186734,0.0843945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
261,2,53852121,54688234,TRUE,215,1888,6.8261e-05,0.000116625,0.279331,0.0169939,FALSE,NA,NA,NA,NA,NA,NA,2,NA
262,2,54688235,55663336,TRUE,285,2393,0.000156274,0.00030419,0.134549,3.83718e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
263,2,55663337,56394698,TRUE,205,1914,0.000159051,7.51531e-05,0.0959489,0.0802784,FALSE,NA,NA,NA,NA,NA,NA,2,NA
264,2,56394699,57433653,TRUE,275,2312,NA,0.000233303,NA,0.000129454,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
265,2,57433654,57952945,TRUE,125,1604,6.57142e-05,2.26589e-05,0.23746,0.273632,FALSE,NA,NA,NA,NA,NA,NA,2,NA
266,2,57952946,59251996,TRUE,309,2128,0.00014409,0.000313773,0.161394,4.05425e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
267,2,59251997,60775066,TRUE,522,3211,0.000424455,0.000628837,0.0154267,4.81564e-12,TRUE,-0.272905,-0.272905,FALSE,-1,0.16331,0.207918,2,NA
268,2,60775067,62429910,TRUE,366,2720,0.000482425,0.000266851,0.0022052,0.000168304,TRUE,0.0747854,0.0747854,FALSE,-0.5548,0.62907,0.768958,2,NA
269,2,62429911,63672118,TRUE,286,1955,0.000200968,0.000613522,0.0804005,5.91761e-17,FALSE,NA,NA,NA,NA,NA,NA,2,NA
270,2,63672119,64696089,TRUE,218,1908,0.000208196,0.000307579,0.0495573,2.13053e-07,TRUE,-0.465869,-0.465869,FALSE,-1,0.1156,0.113711,2,NA
271,2,64696090,65938002,TRUE,442,2712,0.000274331,0.000394673,0.0615459,8.68049e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
272,2,65938003,67224027,TRUE,404,2798,NA,6.02493e-05,NA,0.198755,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
273,2,67224028,67979828,TRUE,256,2111,5.85446e-05,0.000314708,0.320902,5.70878e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
274,2,67979829,68877774,TRUE,248,2092,4.4221e-05,0.000173842,0.35881,0.00202351,FALSE,NA,NA,NA,NA,NA,NA,2,NA
275,2,68877775,70756283,TRUE,440,3512,0.000258622,0.00028342,0.0746507,0.000171285,FALSE,NA,NA,NA,NA,NA,NA,2,NA
276,2,70756284,71385813,TRUE,258,1787,NA,0.000204471,NA,0.000475174,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
277,2,71385814,72160302,TRUE,283,1870,0.000188111,0.000195875,0.0941883,0.0013519,FALSE,NA,NA,NA,NA,NA,NA,2,NA
278,2,72160303,73544290,TRUE,264,1953,8.96074e-05,0.0001249,0.253006,0.0189514,FALSE,NA,NA,NA,NA,NA,NA,2,NA
279,2,73544291,75148103,TRUE,327,2273,0.000157426,0.000190465,0.15157,0.00262154,FALSE,NA,NA,NA,NA,NA,NA,2,NA
280,2,75148104,75942397,TRUE,291,1957,NA,6.00055e-05,NA,0.161888,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
281,2,75942398,76649030,TRUE,154,1914,NA,8.94757e-05,NA,0.0250913,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
282,2,76649031,77372830,TRUE,247,1964,NA,6.74954e-05,NA,0.113478,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
283,2,77372831,78080057,TRUE,271,1805,8.27737e-05,0.00014617,0.267662,0.00882351,FALSE,NA,NA,NA,NA,NA,NA,2,NA
284,2,78080058,79019676,TRUE,191,2136,0.000225301,0.000274702,0.0312087,6.56856e-07,TRUE,0.491226,0.491226,FALSE,-0.07955,1,0.0850169,2,NA
285,2,79019677,79900055,TRUE,324,2341,0.000295794,0.000251884,0.0274755,0.000124243,TRUE,0.252774,0.252774,FALSE,-0.45934,1,0.407547,2,NA
286,2,79900056,80737811,TRUE,368,1876,0.000340297,0.000249334,0.0213993,0.000336066,TRUE,-0.658532,-0.658532,FALSE,-1,-0.06517,0.0312531,2,NA
287,2,80737812,81623357,TRUE,192,1800,0.000310118,0.000156217,0.00720961,0.00173018,TRUE,0.264606,0.264606,FALSE,-0.4371,1,0.392122,2,NA
288,2,81623358,82941455,TRUE,165,3419,NA,0.000136297,NA,0.0027016,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
289,2,82941456,84395899,TRUE,187,3131,0.000456155,0.00012851,0.000190466,0.0068088,TRUE,0.16389,0.16389,FALSE,-0.53336,0.82402,0.563266,2,NA
290,2,84395900,85992794,TRUE,399,3289,0.000528563,0.000314251,0.00153204,3.26326e-05,TRUE,0.157666,0.157666,FALSE,-0.39079,0.66087,0.506215,2,NA
291,2,85992795,86867032,TRUE,145,2035,0.000183133,9.72407e-05,0.0410388,0.0157939,TRUE,0.528278,0.528278,FALSE,-0.40154,1,0.211254,2,NA
292,2,86867033,88547312,TRUE,149,853,0.000267618,0.000102298,0.00758923,0.0133043,TRUE,-0.257196,-0.257196,FALSE,-1,0.50957,0.472082,2,NA
293,2,88547313,91860961,TRUE,115,1190,4.89737e-05,2.07136e-06,0.283972,0.461097,FALSE,NA,NA,NA,NA,NA,NA,2,NA
294,2,91860962,97339301,TRUE,176,1327,0.000438358,0.000155977,0.000233119,0.00143183,TRUE,0.317349,0.317349,FALSE,-0.24346,0.93754,0.228071,2,NA
295,2,97339302,98989360,TRUE,172,1826,0.000121637,0.000271705,0.137731,2.73761e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
296,2,98989361,100202436,TRUE,176,2056,0.000298072,0.000216061,0.00621144,5.3157e-05,TRUE,0.29254,0.29254,FALSE,-0.30911,0.96706,0.284169,2,NA
297,2,100202437,101556799,TRUE,270,3023,0.000283071,8.24947e-05,0.0245829,0.0829028,FALSE,NA,NA,NA,NA,NA,NA,2,NA
298,2,101556800,102494487,TRUE,253,1886,0.00027338,NA,0.0259748,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
299,2,102494488,103305257,TRUE,166,2003,2.58186e-05,NA,0.390767,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
300,2,103305258,105120578,TRUE,365,2814,0.000641856,0.000344483,0.000114292,2.77377e-06,TRUE,0.237768,0.237768,FALSE,-0.1646,0.65183,0.244511,2,NA
301,2,105120579,106546524,TRUE,464,3472,0.000237956,7.66907e-05,0.093808,0.156594,FALSE,NA,NA,NA,NA,NA,NA,2,NA
302,2,106546525,107412295,TRUE,266,2164,0.00024173,0.000134762,0.0414917,0.0138682,TRUE,0.198581,0.198581,FALSE,-0.95275,1,0.62543,2,NA
303,2,107412296,108417773,TRUE,233,2479,0.000326562,5.93038e-05,0.00843987,0.135525,FALSE,NA,NA,NA,NA,NA,NA,2,NA
304,2,108417774,110097868,TRUE,347,3264,3.2313e-05,0.000226841,0.408275,0.000783519,FALSE,NA,NA,NA,NA,NA,NA,2,NA
305,2,110097869,112644828,TRUE,377,2540,0.000777342,0.000138224,6.52916e-06,0.0268084,TRUE,-0.176654,-0.176654,FALSE,-1,0.41275,0.527397,2,NA
306,2,112644829,113930668,TRUE,249,2551,0.000150921,0.000156856,0.126115,0.00413964,FALSE,NA,NA,NA,NA,NA,NA,2,NA
307,2,113930669,115203835,TRUE,238,2205,0.000157891,6.44874e-05,0.112654,0.120955,FALSE,NA,NA,NA,NA,NA,NA,2,NA
308,2,115203836,116415816,TRUE,271,2324,0.000397864,4.16015e-05,0.00335735,0.233945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
309,2,116415817,117822516,TRUE,211,2995,0.000224439,0.000112991,0.0387827,0.0194945,TRUE,-0.962195,-0.962195,FALSE,-1,-0.1468,0.0224618,2,NA
310,2,117822517,118663653,TRUE,161,1930,0.000289345,0.000129996,0.00615948,0.00397308,TRUE,0.277406,0.277406,FALSE,-0.47695,1,0.391453,2,NA
311,2,118663654,119635489,TRUE,278,2283,0.000127042,0.000146141,0.177923,0.00930805,FALSE,NA,NA,NA,NA,NA,NA,2,NA
312,2,119635490,121073752,TRUE,367,2986,1.93471e-05,0.000254126,0.442146,0.00029288,FALSE,NA,NA,NA,NA,NA,NA,2,NA
313,2,121073753,122026817,TRUE,380,2103,0.000416853,0.000430055,0.00795992,2.2886e-08,TRUE,-0.449175,-0.449175,FALSE,-1,0.00382,0.0505246,2,NA
314,2,122026818,123219243,TRUE,197,2225,NA,0.00010767,NA,0.0200245,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
315,2,123219244,123929872,TRUE,129,1904,0.000241297,2.63136e-06,0.0095357,0.45736,FALSE,NA,NA,NA,NA,NA,NA,2,NA
316,2,123929873,124730991,TRUE,140,1921,0.000110916,0.000104103,0.130712,0.0107806,FALSE,NA,NA,NA,NA,NA,NA,2,NA
317,2,124730992,125741528,TRUE,266,2275,0.000129098,0.000221461,0.167944,0.00020678,FALSE,NA,NA,NA,NA,NA,NA,2,NA
318,2,125741529,126754027,TRUE,160,2470,0.000285669,7.2908e-05,0.00633776,0.0567064,FALSE,NA,NA,NA,NA,NA,NA,2,NA
319,2,126754028,127895644,TRUE,323,2986,0.000306628,8.58476e-05,0.0267182,0.0922532,FALSE,NA,NA,NA,NA,NA,NA,2,NA
320,2,127895645,129486897,TRUE,416,3747,0.000534381,0.000191919,0.00163777,0.00585198,TRUE,-0.0734344,-0.0734344,FALSE,-0.96646,0.55572,0.801277,2,NA
321,2,129486898,130485398,TRUE,252,2449,3.14656e-06,0.000156461,0.478681,0.00440103,FALSE,NA,NA,NA,NA,NA,NA,2,NA
322,2,130485399,131760638,TRUE,194,1304,0.000508772,0.00012473,6.32751e-05,0.0107411,TRUE,0.173654,0.173654,FALSE,-0.50174,0.84778,0.539528,2,NA
323,2,131760639,132598285,TRUE,115,1335,5.94017e-05,9.85289e-05,0.247029,0.00824922,FALSE,NA,NA,NA,NA,NA,NA,2,NA
324,2,132598286,133352950,TRUE,99,979,0.000128865,6.60327e-05,0.071932,0.0404256,FALSE,NA,NA,NA,NA,NA,NA,2,NA
325,2,133352951,134359059,TRUE,343,1959,NA,0.000206899,NA,0.00154879,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
326,2,134359060,135160197,TRUE,269,1882,0.000181476,0.00013109,0.0962389,0.0155322,FALSE,NA,NA,NA,NA,NA,NA,2,NA
327,2,135160198,137061003,TRUE,182,2666,0.000140439,0.00012454,0.136797,0.0104534,FALSE,NA,NA,NA,NA,NA,NA,2,NA
328,2,137061004,138073791,TRUE,191,2718,NA,0.000219982,NA,3.34084e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
329,2,138073792,139505819,TRUE,271,2848,0.000142618,0.000189161,0.153776,0.00134777,FALSE,NA,NA,NA,NA,NA,NA,2,NA
330,2,139505820,140934531,TRUE,281,3748,NA,0.000182075,NA,0.0020708,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
331,2,140934532,141802664,TRUE,210,2720,0.000272269,NA,0.0160972,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
332,2,141802665,142494980,TRUE,174,2366,0.000149544,5.93942e-05,0.089673,0.102906,FALSE,NA,NA,NA,NA,NA,NA,2,NA
333,2,142494981,143259780,TRUE,222,1952,0.000188279,7.00929e-05,0.0684849,0.0954195,FALSE,NA,NA,NA,NA,NA,NA,2,NA
334,2,143259781,144503688,TRUE,269,2218,NA,0.000181582,NA,0.00194273,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
335,2,144503689,145977920,TRUE,331,1851,0.000143828,0.000122748,0.170171,0.0332389,FALSE,NA,NA,NA,NA,NA,NA,2,NA
336,2,145977921,147252196,TRUE,257,2094,0.000655756,0.000149311,6.80495e-06,0.00670322,TRUE,0.319911,0.319911,FALSE,-0.20717,0.96854,0.210389,2,NA
337,2,147252197,149568875,TRUE,355,3564,0.000174729,0.00027337,0.133556,8.10718e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
338,2,149568876,151428988,TRUE,464,3317,0.000269413,0.000250358,0.0700512,0.00101542,FALSE,NA,NA,NA,NA,NA,NA,2,NA
339,2,151428989,152497375,TRUE,259,2477,0.000255594,0.000157356,0.0328687,0.0047476,TRUE,0.37233,0.37233,FALSE,-0.47248,1,0.310579,2,NA
340,2,152497376,153999309,TRUE,308,3167,0.000394917,0.000202642,0.00592504,0.00116942,TRUE,0.14317,0.14317,FALSE,-0.62323,0.85931,0.624053,2,NA
341,2,153999310,155207969,TRUE,249,2794,0.000127897,0.000162325,0.165234,0.00303621,FALSE,NA,NA,NA,NA,NA,NA,2,NA
342,2,155207970,156130947,TRUE,232,1975,NA,0.000127714,NA,0.012043,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD"
343,2,156130948,157556096,TRUE,263,2555,0.000109142,0.000244004,0.208495,8.01307e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
344,2,157556097,159040979,TRUE,332,2134,0.000460336,0.000112933,0.00260048,0.0440968,TRUE,0.750648,0.750648,FALSE,0.06922,1,0.0392536,2,NA
345,2,159040980,160200379,TRUE,296,3165,0.000447509,0.000394375,0.00190635,1.30507e-08,TRUE,-0.166082,-0.166082,FALSE,-0.73119,0.25144,0.436148,2,NA
346,2,160200380,161432089,TRUE,233,2882,0.000760577,0.000109693,1.67029e-07,0.0269248,TRUE,0.488812,0.488812,FALSE,-0.05003,1,0.0717158,2,NA
347,2,161432090,163607635,TRUE,359,3547,0.000343317,0.000282747,0.0192104,7.438e-05,TRUE,-0.105153,-0.105153,FALSE,-0.98886,0.52598,0.715029,2,NA
348,2,163607636,164702312,TRUE,229,1968,0.00036924,NA,0.00328066,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
349,2,164702313,165917788,TRUE,250,2022,0.000481455,0.000269986,0.000449886,9.12624e-06,TRUE,0.068766,0.068766,FALSE,-0.44449,0.52784,0.759067,2,NA
350,2,165917789,167488576,TRUE,304,3162,7.43827e-05,0.000430816,0.296142,1.0732e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
351,2,167488577,168437445,TRUE,137,1971,4.61196e-05,4.78228e-05,0.310662,0.128333,FALSE,NA,NA,NA,NA,NA,NA,2,NA
352,2,168437446,169224445,TRUE,279,1848,0.000281359,0.00021483,0.0284356,0.000416441,TRUE,0.0674952,0.0674952,FALSE,-0.85445,0.84936,0.833808,2,NA
