"locus","chr","start","stop","processed","K","n_snps","h2_SCZ","h2_BIP","p_SCZ","p_BIP","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
170,1,220073133,220978151,TRUE,216,1988,0.000356304,0.000174547,0.0180371,0.00108056,TRUE,0.138722,0.138722,FALSE,-0.81973,0.8228,0.67117,2,NA
171,1,220978152,221856864,TRUE,195,2069,0.000231575,0.000213778,0.0707572,6.55402e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
172,1,221856865,222763597,TRUE,263,1745,0.000182305,0.000315971,0.154166,6.51136e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
173,1,222763598,223654902,TRUE,230,1800,NA,0.000235515,NA,4.40485e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
174,1,223654903,224943337,TRUE,284,2323,0.000761109,4.44606e-05,8.5669e-05,0.224834,FALSE,NA,NA,NA,NA,NA,NA,2,NA
175,1,224943338,226534711,TRUE,332,3354,0.000327755,0.000201269,0.0541436,0.00171308,FALSE,NA,NA,NA,NA,NA,NA,2,NA
176,1,226534712,228045554,TRUE,314,3753,0.000853422,0.000189276,3.03769e-05,0.00215181,TRUE,0.295456,0.295456,FALSE,-0.25361,0.79136,0.230913,2,NA
177,1,228045555,229075156,TRUE,229,1811,0.00011059,0.000148826,0.247589,0.00519604,FALSE,NA,NA,NA,NA,NA,NA,2,NA
178,1,229075157,230227247,TRUE,402,2009,7.67259e-05,0.00025263,0.355886,0.000470549,FALSE,NA,NA,NA,NA,NA,NA,2,NA
179,1,230227248,231287764,TRUE,464,3218,0.000636815,0.000165069,0.00492337,0.0182224,TRUE,-0.102398,-0.102398,FALSE,-1,0.58022,0.764092,2,NA
180,1,231287765,232177704,TRUE,294,1814,0.000450232,0.000270722,0.0121788,4.22056e-05,TRUE,-0.0363633,-0.0363633,FALSE,-0.95164,0.51679,0.896309,2,NA
181,1,232177705,232954942,TRUE,341,2023,0.000242959,0.000179848,0.11675,0.00456369,FALSE,NA,NA,NA,NA,NA,NA,2,NA
182,1,232954943,233639473,TRUE,225,1896,0.000342369,0.000163264,0.0238879,0.00231721,TRUE,0.246069,0.246069,FALSE,-0.70063,1,0.479604,2,NA
183,1,233639474,234365796,TRUE,292,2060,0.000321872,6.6979e-05,0.0478981,0.135682,FALSE,NA,NA,NA,NA,NA,NA,2,NA
184,1,234365797,235097113,TRUE,361,1922,0.000358052,9.78839e-05,0.0459187,0.0781209,FALSE,NA,NA,NA,NA,NA,NA,2,NA
185,1,235097114,236199671,TRUE,251,1913,0.000606315,0.000119228,0.000668451,0.0213888,TRUE,-0.0665676,-0.0665676,FALSE,-1,0.57079,0.836624,2,NA
186,1,236199672,237409458,TRUE,460,3394,0.000374655,0.000226656,0.0583943,0.00232699,FALSE,NA,NA,NA,NA,NA,NA,2,NA
187,1,237409459,238094455,TRUE,305,1938,0.000696664,0.000118367,0.000405639,0.0344609,TRUE,0.246047,0.246047,FALSE,-0.61945,1,0.45611,2,NA
188,1,238094456,238704857,TRUE,167,1888,0.000645059,0.000483299,3.51063e-05,1.39844e-15,TRUE,0.331191,0.331191,FALSE,-0.00999,0.63984,0.0499262,2,NA
189,1,238704858,239332148,TRUE,197,1920,0.000593612,0.000124705,0.000235607,0.00861492,TRUE,0.479,0.479,FALSE,-0.13323,1,0.102896,2,NA
190,1,239332149,240248508,TRUE,339,2240,0.000753742,0.000181628,0.000264758,0.00400937,TRUE,0.351063,0.351063,FALSE,-0.2471,0.95688,0.194178,2,NA
191,1,240248509,241033584,TRUE,337,1790,0.000348302,0.000136514,0.0449858,0.0208248,TRUE,0.218839,0.218839,FALSE,-1,1,0.607802,2,NA
192,1,241033585,241813534,TRUE,345,1927,0.000678964,0.00038749,0.000925592,8.54541e-08,TRUE,0.24423,0.24423,FALSE,-0.2212,0.65597,0.244917,2,NA
193,1,241813535,242417923,TRUE,278,1784,0.000157301,7.7465e-05,0.190777,0.0960612,FALSE,NA,NA,NA,NA,NA,NA,2,NA
194,1,242417924,243048003,TRUE,227,1734,0.000234117,9.36085e-05,0.0815482,0.044038,FALSE,NA,NA,NA,NA,NA,NA,2,NA
195,1,243048004,244723196,TRUE,443,2680,0.00131111,0.000196934,1.42786e-07,0.00611689,TRUE,0.0938531,0.0938531,FALSE,-0.50327,0.54213,0.684259,2,NA
196,1,244723197,245970505,TRUE,604,2985,NA,0.000126962,NA,0.0751201,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
197,1,245970506,246610290,TRUE,168,2049,0.000255363,0.000136991,0.0411767,0.00285117,TRUE,0.322719,0.322719,FALSE,-0.69203,1,0.395275,2,NA
198,1,246610291,247531112,TRUE,340,2562,0.000471362,0.000114696,0.0131919,0.0441734,TRUE,-0.156903,-0.156903,FALSE,-1,0.69308,0.700104,2,NA
199,1,247531113,248341594,TRUE,294,2418,0.000216755,3.26903e-05,0.125068,0.287438,FALSE,NA,NA,NA,NA,NA,NA,2,NA
200,1,248341595,249240538,TRUE,97,1173,NA,0.000100782,NA,0.00482253,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
201,2,10181,789195,TRUE,232,1830,0.000334612,0.00012764,0.0266238,0.0120666,TRUE,0.670729,0.670729,FALSE,-0.09546,1,0.0856126,2,NA
202,2,789196,1376545,TRUE,154,2120,0.000352199,4.56635e-05,0.00775797,0.148442,FALSE,NA,NA,NA,NA,NA,NA,2,NA
203,2,1376546,1875060,TRUE,236,1679,NA,8.95506e-05,NA,0.0569796,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
204,2,1875061,2680063,TRUE,327,2004,0.000695003,0.000146324,0.000558015,0.0147079,TRUE,0.620051,0.620051,FALSE,0.03852,1,0.0434315,2,NA
205,2,2680064,3314202,TRUE,331,1836,0.000428691,0.000119124,0.0191924,0.0365044,TRUE,-0.197085,-0.197085,FALSE,-1,0.6208,0.632003,2,NA
206,2,3314203,4016104,TRUE,314,1873,NA,8.70648e-05,NA,0.0853598,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
207,2,4016105,4766969,TRUE,243,1898,0.000134968,NA,0.211512,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
208,2,4766970,5568653,TRUE,218,1727,0.000290856,0.000127592,0.0407674,0.0103176,TRUE,0.346348,0.346348,FALSE,-0.76904,1,0.392724,2,NA
209,2,5568654,6306606,TRUE,313,2215,0.00020686,0.000214454,0.144228,0.000695074,FALSE,NA,NA,NA,NA,NA,NA,2,NA
210,2,6306607,7108208,TRUE,295,1894,0.000417718,0.000149186,0.016793,0.0098705,TRUE,0.533081,0.533081,FALSE,-0.25332,1,0.141207,2,NA
211,2,7108209,7966709,TRUE,255,2038,0.00081946,8.6783e-05,1.30649e-05,0.065319,FALSE,NA,NA,NA,NA,NA,NA,2,NA
212,2,7966710,8978798,TRUE,381,2007,0.000654284,0.000158985,0.00199504,0.0142627,TRUE,0.47517,0.47517,FALSE,-0.2088,1,0.137579,2,NA
213,2,8978799,9960670,TRUE,273,1821,0.000236127,0.000118001,0.0982636,0.0264243,FALSE,NA,NA,NA,NA,NA,NA,2,NA
214,2,9960671,10611654,TRUE,339,2108,0.000320216,9.91271e-05,0.0593723,0.0679888,FALSE,NA,NA,NA,NA,NA,NA,2,NA
215,2,10611655,11230349,TRUE,302,1950,0.000403712,0.000129833,0.0205321,0.0212123,TRUE,0.0418709,0.0418709,FALSE,-1,0.87889,0.915279,2,NA
216,2,11230350,11995765,TRUE,311,1846,0.000183395,9.61052e-06,0.17199,0.428945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
217,2,11995766,12732506,TRUE,355,1959,0.000721864,0.000112051,0.000576681,0.0523377,FALSE,NA,NA,NA,NA,NA,NA,2,NA
218,2,12732507,13625450,TRUE,203,2256,4.27429e-05,2.4449e-05,0.379881,0.303346,FALSE,NA,NA,NA,NA,NA,NA,2,NA
219,2,13625451,14692120,TRUE,271,2732,0.000364332,0.000144481,0.0255436,0.00887819,TRUE,0.53138,0.53138,FALSE,-0.33843,1,0.158142,2,NA
220,2,14692121,15721703,TRUE,239,2119,0.000119962,0.000159148,0.233573,0.0030802,FALSE,NA,NA,NA,NA,NA,NA,2,NA
221,2,15721704,17241115,TRUE,546,3452,6.88213e-05,0.00064708,0.38687,5.17427e-12,FALSE,NA,NA,NA,NA,NA,NA,2,NA
222,2,17241116,18656325,TRUE,395,3725,0.000841141,0.000146997,0.000173492,0.0214068,TRUE,0.156045,0.156045,FALSE,-0.65585,0.79787,0.603148,2,NA
223,2,18656326,20064517,TRUE,449,3643,0.000706136,0.000136889,0.00200201,0.0384258,TRUE,0.263814,0.263814,FALSE,-0.69973,1,0.454537,2,NA
224,2,20064518,21084898,TRUE,391,2391,0.000280584,5.16444e-05,0.0991846,0.227409,FALSE,NA,NA,NA,NA,NA,NA,2,NA
225,2,21084899,22429640,TRUE,286,2192,0.000729466,0.000179336,0.000160369,0.00284279,TRUE,-0.0979075,-0.0979075,FALSE,-0.91266,0.40242,0.710416,2,NA
226,2,22429641,23538527,TRUE,368,2363,0.00055378,0.000294614,0.00629017,4.00119e-05,TRUE,0.639509,0.639509,FALSE,0.1817,1,0.0148424,2,NA
227,2,23538528,24669224,TRUE,285,2791,0.000740406,0.000314887,0.000137765,1.70722e-06,TRUE,0.143727,0.143727,FALSE,-0.34135,0.53472,0.492491,2,NA
228,2,24669225,25895394,TRUE,283,2120,0.000640659,9.13883e-05,0.000638072,0.0659195,FALSE,NA,NA,NA,NA,NA,NA,2,NA
229,2,25895395,26894102,TRUE,276,1837,0.000304289,0.000154812,0.0523951,0.00680588,FALSE,NA,NA,NA,NA,NA,NA,2,NA
230,2,26894103,28819510,TRUE,370,3015,0.000845294,0.000438602,0.000118366,1.28225e-08,TRUE,0.0640965,0.0640965,FALSE,-0.38478,0.4105,0.734759,2,NA
231,2,28819511,29627932,TRUE,281,1917,0.000566621,0.000179582,0.00196578,0.00235577,TRUE,0.0767212,0.0767212,FALSE,-0.73854,0.65915,0.790447,2,NA
232,2,29627933,30575619,TRUE,355,2200,0.000181831,0.000281793,0.187656,6.24055e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
233,2,30575620,31457418,TRUE,314,2545,0.000306626,0.000124862,0.0619774,0.0307687,FALSE,NA,NA,NA,NA,NA,NA,2,NA
234,2,31457419,33123604,TRUE,364,3221,0.00110423,0.000291997,3.08691e-06,7.51543e-05,TRUE,0.136121,0.136121,FALSE,-0.33031,0.51605,0.505448,2,NA
235,2,33123605,33735318,TRUE,302,1921,0.000416984,0.000119812,0.0180045,0.030668,TRUE,0.0192064,0.0192064,FALSE,-1,0.8714,0.961929,2,NA
236,2,33735319,34239776,TRUE,184,1795,0.000191574,6.26015e-05,0.102359,0.104421,FALSE,NA,NA,NA,NA,NA,NA,2,NA
237,2,34239777,34890558,TRUE,208,1699,7.58304e-05,0.000223056,0.306928,5.2269e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
238,2,34890559,35609257,TRUE,198,1993,0.000240253,0.000200008,0.0648752,0.000143714,FALSE,NA,NA,NA,NA,NA,NA,2,NA
239,2,35609258,36120743,TRUE,132,1874,0.00037888,5.48931e-05,0.00285886,0.0907252,FALSE,NA,NA,NA,NA,NA,NA,2,NA
240,2,36120744,36867389,TRUE,279,2003,0.000529772,0.000219772,0.00341189,0.000333706,TRUE,0.158902,0.158902,FALSE,-0.53476,0.70591,0.559876,2,NA
241,2,36867390,37603360,TRUE,261,1944,0.00077304,0.000159232,3.91333e-05,0.00443631,TRUE,0.134689,0.134689,FALSE,-0.51831,0.65253,0.606645,2,NA
242,2,37603361,38887393,TRUE,448,3351,0.000972602,0.00039525,5.4227e-05,1.76483e-06,TRUE,0.159532,0.159532,FALSE,-0.28343,0.5331,0.419325,2,NA
243,2,38887394,40087418,TRUE,289,1920,0.000481757,0.000178607,0.00725343,0.00289133,TRUE,0.456924,0.456924,FALSE,-0.21436,1,0.145901,2,NA
244,2,40087419,40786176,TRUE,310,1901,0.000737652,0.000263419,0.000259274,8.84382e-05,TRUE,0.332848,0.332848,FALSE,-0.16702,0.79683,0.153065,2,NA
245,2,40786177,41540439,TRUE,218,1884,0.000102779,0.00023022,0.256059,4.39154e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
246,2,41540440,42307418,TRUE,252,2383,0.000592409,0.000156803,0.000820588,0.00417231,TRUE,0.0781885,0.0781885,FALSE,-0.71863,0.64146,0.785988,2,NA
247,2,42307419,43295776,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
248,2,43295777,44104110,TRUE,275,2001,0.000358815,0.000200842,0.0286725,0.000865877,TRUE,-0.113117,-0.113117,FALSE,-1,0.53456,0.736141,2,NA
249,2,44104111,45189468,TRUE,341,2363,0.000139129,0.000326081,0.241519,3.61796e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
250,2,45189469,45850047,TRUE,347,1844,0.000603028,0.00018567,0.00263014,0.00371725,TRUE,-0.0938389,-0.0938389,FALSE,-1,0.48613,0.752056,2,NA
251,2,45850048,46499326,TRUE,442,1883,0.000851836,0.000296865,0.000275175,0.000111846,TRUE,0.54093,0.54093,FALSE,0.11119,1,0.0190848,2,NA
252,2,46499327,47320114,TRUE,381,2281,0.000375147,0.000145338,0.0441717,0.0226225,TRUE,0.205476,0.205476,FALSE,-1,1,0.630169,2,NA
253,2,47320115,48171058,TRUE,421,1998,0.000168875,0.000292727,0.222945,0.000102716,FALSE,NA,NA,NA,NA,NA,NA,2,NA
254,2,48171059,49114132,TRUE,282,2228,0.000559697,0.000338557,0.00225597,3.30727e-07,TRUE,0.241352,0.241352,FALSE,-0.26289,0.71204,0.288447,2,NA
255,2,49114133,49849185,TRUE,260,2082,NA,0.000206776,NA,0.000426118,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
256,2,49849186,50756240,TRUE,250,2211,0.000297494,0.000356431,0.0477798,2.02266e-08,TRUE,0.664613,0.664613,FALSE,0.16712,1,0.0195848,2,NA
257,2,50756241,51669493,TRUE,270,2176,0.000341626,0.000276555,0.0341042,1.23094e-05,TRUE,0.192987,0.192987,FALSE,-0.60094,0.86965,0.52077,2,NA
258,2,51669494,52494111,TRUE,268,1957,0.000492685,0.000459017,0.004818,1.40885e-11,TRUE,0.260835,0.260835,FALSE,-0.20083,0.70543,0.218232,2,NA
259,2,52494112,53032976,TRUE,151,1882,0.000120431,5.73877e-06,0.183715,0.432527,FALSE,NA,NA,NA,NA,NA,NA,2,NA
260,2,53032977,53852120,TRUE,310,2434,9.72948e-05,9.07619e-05,0.299552,0.0764945,FALSE,NA,NA,NA,NA,NA,NA,2,NA
261,2,53852121,54688234,TRUE,217,1900,0.00062862,0.000116088,0.000200056,0.0178133,TRUE,0.241704,0.241704,FALSE,-0.57636,0.90605,0.429472,2,NA
262,2,54688235,55663336,TRUE,286,2400,0.00038625,0.000286118,0.0226967,1.1742e-05,TRUE,0.031888,0.031888,FALSE,-0.82717,0.63747,0.911557,2,NA
263,2,55663337,56394698,TRUE,206,1950,0.000467353,6.64499e-05,0.00302089,0.106668,FALSE,NA,NA,NA,NA,NA,NA,2,NA
264,2,56394699,57433653,TRUE,278,2343,0.000533298,0.000247229,0.00308919,6.53758e-05,TRUE,0.278907,0.278907,FALSE,-0.30753,0.80295,0.281288,2,NA
265,2,57433654,57952945,TRUE,125,1616,0.000581438,2.36777e-05,2.23748e-05,0.265536,FALSE,NA,NA,NA,NA,NA,NA,2,NA
266,2,57952946,59251996,TRUE,315,2167,0.00158378,0.000327292,3.35383e-12,2.22314e-06,TRUE,0.0931365,0.0931365,FALSE,-0.23916,0.38715,0.555138,2,NA
267,2,59251997,60775066,TRUE,535,3260,0.00175633,0.000702442,4.05782e-10,5.70552e-14,TRUE,0.39676,0.39676,FALSE,0.15972,0.62662,0.00224262,2,NA
268,2,60775067,62429910,TRUE,370,2758,0.000306475,0.000255836,0.0779928,0.000314223,FALSE,NA,NA,NA,NA,NA,NA,2,NA
269,2,62429911,63672118,TRUE,289,1979,0.000614711,0.000636132,0.00110424,9.65877e-18,TRUE,-0.0374193,-0.0374193,FALSE,-0.474,0.30073,0.832845,2,NA
270,2,63672119,64696089,TRUE,219,1926,0.00013485,0.000315992,0.200139,1.22333e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
271,2,64696090,65938002,TRUE,445,2729,0.000503329,0.000383463,0.0175068,1.70365e-06,TRUE,0.105323,0.105323,FALSE,-0.59328,0.63017,0.687254,2,NA
272,2,65938003,67224027,TRUE,408,2840,0.00037656,5.7614e-05,0.0476412,0.210004,FALSE,NA,NA,NA,NA,NA,NA,2,NA
273,2,67224028,67979828,TRUE,259,2140,0.000527729,0.000293616,0.00254438,2.68917e-06,TRUE,0.309785,0.309785,FALSE,-0.20468,0.79472,0.194664,2,NA
274,2,67979829,68877774,TRUE,253,2122,0.000534303,0.000156743,0.00227755,0.00485691,TRUE,-0.186885,-0.186885,FALSE,-1,0.39637,0.540234,2,NA
275,2,68877775,70756283,TRUE,451,3553,0.000725127,0.000285525,0.0015657,0.000185929,TRUE,-0.0563998,-0.0563998,FALSE,-0.79238,0.41118,0.822635,2,NA
276,2,70756284,71385813,TRUE,261,1817,0.000347134,0.000198755,0.0293002,0.000686319,TRUE,0.379916,0.379916,FALSE,-0.40284,1,0.252904,2,NA
277,2,71385814,72160302,TRUE,289,1898,0.000194346,0.000191317,0.148921,0.00182755,FALSE,NA,NA,NA,NA,NA,NA,2,NA
278,2,72160303,73544290,TRUE,271,1985,0.000847272,0.000145171,1.30066e-05,0.00939523,TRUE,0.378939,0.378939,FALSE,-0.20727,0.97706,0.155086,2,NA
279,2,73544291,75148103,TRUE,333,2294,0.000656198,0.000167105,0.00107416,0.00719372,TRUE,0.28017,0.28017,FALSE,-0.44133,0.94012,0.345828,2,NA
280,2,75148104,75942397,TRUE,295,1979,6.94987e-06,6.05498e-05,0.474344,0.162019,FALSE,NA,NA,NA,NA,NA,NA,2,NA
281,2,75942398,76649030,TRUE,159,1936,0.000416926,9.63617e-05,0.00268836,0.0194536,TRUE,0.440528,0.440528,FALSE,-0.33762,1,0.210398,2,NA
282,2,76649031,77372830,TRUE,253,1996,NA,8.60533e-05,NA,0.0669843,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
283,2,77372831,78080057,TRUE,274,1844,0.000355496,0.000167618,0.029761,0.00393794,TRUE,0.766489,0.766489,FALSE,0.12501,1,0.0343447,2,NA
284,2,78080058,79019676,TRUE,200,2164,0.000443145,0.00032012,0.00395046,3.0403e-08,TRUE,0.140788,0.140788,FALSE,-0.42496,0.60162,0.543471,2,NA
285,2,79019677,79900055,TRUE,329,2364,0.000757333,0.000302134,0.000206055,9.23645e-06,TRUE,0.198972,0.198972,FALSE,-0.28976,0.59879,0.359628,2,NA
286,2,79900056,80737811,TRUE,370,1895,0.000883245,0.000261697,5.90497e-05,0.000196434,TRUE,-0.165885,-0.165885,FALSE,-0.83029,0.26216,0.461683,2,NA
287,2,80737812,81623357,TRUE,197,1831,0.000322503,0.000172598,0.0232228,0.000790635,TRUE,0.0988445,0.0988445,FALSE,-0.98085,0.80996,0.765924,2,NA
288,2,81623358,82941455,TRUE,169,3459,0.000583242,0.00013507,0.000124817,0.00319117,TRUE,0.370244,0.370244,FALSE,-0.2089,0.94391,0.174202,2,NA
289,2,82941456,84395899,TRUE,189,3161,0.000297546,0.000115319,0.0289374,0.0131611,TRUE,-0.63416,-0.63416,FALSE,-1,0.1204,0.112235,2,NA
290,2,84395900,85992794,TRUE,404,3326,0.00072172,0.000346467,0.00114611,7.61341e-06,TRUE,-0.0360873,-0.0360873,FALSE,-0.64963,0.39013,0.874432,2,NA
291,2,85992795,86867032,TRUE,149,2058,0.00031787,9.73679e-05,0.0129232,0.0167932,TRUE,0.300557,0.300557,FALSE,-0.8246,1,0.433301,2,NA
292,2,86867033,88547312,TRUE,153,888,0.000252141,9.90161e-05,0.038104,0.0173723,TRUE,0.23429,0.23429,FALSE,-1,1,0.581768,2,NA
293,2,88547313,91860961,TRUE,117,1249,0.000308497,2.38174e-06,0.00920885,0.458492,FALSE,NA,NA,NA,NA,NA,NA,2,NA
294,2,91860962,97339301,TRUE,183,1383,0.00073235,0.000196851,1.03884e-05,0.000168132,TRUE,0.293282,0.293282,FALSE,-0.1794,0.71398,0.191695,2,NA
295,2,97339302,98989360,TRUE,177,1888,0.000483935,0.000331156,0.00121796,3.08073e-09,TRUE,0.512375,0.512375,FALSE,0.11486,0.96578,0.0174273,2,NA
296,2,98989361,100202436,TRUE,177,2068,0.000256905,0.000230686,0.0465784,2.1483e-05,TRUE,0.900517,0.900517,FALSE,0.36893,1,0.00611362,2,NA
297,2,100202437,101556799,TRUE,274,3050,0.000532016,0.000114903,0.0033116,0.0301656,TRUE,0.482208,0.482208,FALSE,-0.31436,1,0.177997,2,NA
298,2,101556800,102494487,TRUE,256,1907,0.000250023,NA,0.0812141,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
299,2,102494488,103305257,TRUE,168,2015,0.00024241,NA,0.0491401,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
300,2,103305258,105120578,TRUE,375,2865,0.00114201,0.000358494,7.57589e-07,1.72276e-06,TRUE,0.466081,0.466081,FALSE,0.127,0.80524,0.0102549,2,NA
301,2,105120579,106546524,TRUE,469,3490,0.000502471,0.000139272,0.0201056,0.0379727,TRUE,0.824199,0.824199,FALSE,0.08248,1,0.0448661,2,NA
302,2,106546525,107412295,TRUE,269,2193,0.000384256,0.00011978,0.0207801,0.025191,TRUE,-0.453565,-0.453565,FALSE,-1,0.31888,0.260131,2,NA
303,2,107412296,108417773,TRUE,237,2502,0.000309224,9.74059e-05,0.0380304,0.0410483,TRUE,-0.356401,-0.356401,FALSE,-1,0.50928,0.434144,2,NA
304,2,108417774,110097868,TRUE,350,3301,0.00048137,0.000244225,0.0128164,0.000378492,TRUE,-0.0886067,-0.0886067,FALSE,-1,0.48039,0.765318,2,NA
305,2,110097869,112644828,TRUE,386,2597,0.000373595,0.000165589,0.0450364,0.0119187,TRUE,-0.272672,-0.272672,FALSE,-1,0.52646,0.500046,2,NA
306,2,112644829,113930668,TRUE,253,2573,0.000252907,0.000152401,0.0769757,0.00536895,FALSE,NA,NA,NA,NA,NA,NA,2,NA
307,2,113930669,115203835,TRUE,242,2233,0.000176353,9.49955e-05,0.149911,0.047543,FALSE,NA,NA,NA,NA,NA,NA,2,NA
308,2,115203836,116415816,TRUE,277,2354,0.00048196,5.48734e-05,0.00624423,0.175983,FALSE,NA,NA,NA,NA,NA,NA,2,NA
309,2,116415817,117822516,TRUE,217,3052,3.98134e-05,0.000178224,0.391717,0.00100498,FALSE,NA,NA,NA,NA,NA,NA,2,NA
310,2,117822517,118663653,TRUE,168,1961,0.000240915,0.000137488,0.0510508,0.00309554,FALSE,NA,NA,NA,NA,NA,NA,2,NA
311,2,118663654,119635489,TRUE,281,2304,0.000878088,0.000152307,9.556e-06,0.00750989,TRUE,0.12039,0.12039,FALSE,-0.55345,0.63919,0.643338,2,NA
312,2,119635490,121073752,TRUE,367,3029,0.000933188,0.000288986,2.64225e-05,5.62048e-05,TRUE,-0.0199392,-0.0199392,FALSE,-0.55655,0.37532,0.925038,2,NA
313,2,121073753,122026817,TRUE,387,2123,0.000327969,0.00044594,0.0674424,1.08083e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
314,2,122026818,123219243,TRUE,204,2253,0.000359017,0.00013305,0.0147384,0.00715242,TRUE,0.674354,0.674354,FALSE,-0.01026,1,0.0585184,2,NA
315,2,123219244,123929872,TRUE,131,1922,0.000213223,2.1399e-06,0.0520211,0.462523,FALSE,NA,NA,NA,NA,NA,NA,2,NA
316,2,123929873,124730991,TRUE,143,1945,0.000193627,9.84579e-05,0.0747564,0.0152845,FALSE,NA,NA,NA,NA,NA,NA,2,NA
317,2,124730992,125741528,TRUE,268,2290,0.00103039,0.00022989,2.21336e-07,0.000138053,TRUE,0.513089,0.513089,FALSE,0.14225,0.91293,0.0114677,2,NA
318,2,125741529,126754027,TRUE,164,2505,0.000260322,5.71528e-05,0.0375702,0.106087,FALSE,NA,NA,NA,NA,NA,NA,2,NA
319,2,126754028,127895644,TRUE,332,3112,0.000232117,0.000127884,0.124205,0.0281123,FALSE,NA,NA,NA,NA,NA,NA,2,NA
320,2,127895645,129486897,TRUE,425,3780,0.000199728,0.000247085,0.187209,0.000798013,FALSE,NA,NA,NA,NA,NA,NA,2,NA
321,2,129486898,130485398,TRUE,254,2492,4.44974e-05,0.000152158,0.388486,0.0054932,FALSE,NA,NA,NA,NA,NA,NA,2,NA
322,2,130485399,131760638,TRUE,195,1311,NA,0.000124864,NA,0.010902,FALSE,NA,NA,NA,NA,NA,NA,1,"SCZ"
323,2,131760639,132598285,TRUE,118,1357,0.000123227,0.000116239,0.14908,0.00302552,FALSE,NA,NA,NA,NA,NA,NA,2,NA
324,2,132598286,133352950,TRUE,101,997,3.81217e-05,6.52361e-05,0.349624,0.0435341,FALSE,NA,NA,NA,NA,NA,NA,2,NA
325,2,133352951,134359059,TRUE,347,1975,0.000474873,0.00021696,0.012806,0.00105956,TRUE,0.0604628,0.0604628,FALSE,-0.88899,0.68392,0.844775,2,NA
326,2,134359060,135160197,TRUE,272,1910,0.000594923,0.000120931,0.00112421,0.0234399,TRUE,0.122927,0.122927,FALSE,-0.91396,0.82392,0.709993,2,NA
327,2,135160198,137061003,TRUE,182,2687,0.00046026,0.000128938,0.00227975,0.00857381,TRUE,-0.279275,-0.279275,FALSE,-1,0.33986,0.384257,2,NA
328,2,137061004,138073791,TRUE,192,2739,0.000422509,0.000215617,0.00461741,4.67362e-05,TRUE,-0.0633713,-0.0633713,FALSE,-0.8749,0.45838,0.813809,2,NA
329,2,138073792,139505819,TRUE,274,2876,0.000562768,0.000169647,0.00186372,0.00346393,TRUE,0.186534,0.186534,FALSE,-0.59543,0.81981,0.527348,2,NA
330,2,139505820,140934531,TRUE,284,3778,0.000138484,0.000197095,0.222845,0.00107875,FALSE,NA,NA,NA,NA,NA,NA,2,NA
331,2,140934532,141802664,TRUE,212,2746,0.000386122,NA,0.0110501,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP"
332,2,141802665,142494980,TRUE,176,2386,2.41947e-05,5.83791e-05,0.420246,0.108064,FALSE,NA,NA,NA,NA,NA,NA,2,NA
333,2,142494981,143259780,TRUE,225,1967,0.000265658,0.000132361,0.0581837,0.0094959,FALSE,NA,NA,NA,NA,NA,NA,2,NA
334,2,143259781,144503688,TRUE,268,2330,0.000270681,0.00017132,0.0731818,0.00383388,FALSE,NA,NA,NA,NA,NA,NA,2,NA
335,2,144503689,145977920,TRUE,337,1877,0.00113925,0.000152085,2.57054e-07,0.0132386,TRUE,0.833911,0.833911,FALSE,0.42071,1,0.00101375,2,NA
336,2,145977921,147252196,TRUE,266,2127,0.0010046,0.000159777,4.91437e-07,0.00484599,TRUE,0.46628,0.46628,FALSE,-0.00087,1,0.0524218,2,NA
337,2,147252197,149568875,TRUE,360,3603,0.00151674,0.000324262,1.33717e-10,6.16134e-06,TRUE,-0.0847859,-0.0847859,FALSE,-0.48494,0.22957,0.609235,2,NA
338,2,149568876,151428988,TRUE,468,3349,0.000548343,0.000239612,0.0131542,0.00159866,TRUE,-0.105618,-0.105618,FALSE,-1,0.49588,0.734468,2,NA
339,2,151428989,152497375,TRUE,263,2495,0.000756183,0.000183287,5.77222e-05,0.00153049,TRUE,0.294985,0.294985,FALSE,-0.27046,0.78391,0.236883,2,NA
