"locus","chr","start","stop","processed","K","n_snps","h2_ASD","h2_SCZ","p_ASD","p_SCZ","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p"
211,2,7108209,7966709,TRUE,203,1920,0.000235908,0.000630315,0.285604,0.000129494,FALSE,NA,NA,NA,NA,NA,NA
212,2,7966710,8978798,TRUE,256,1691,NA,0.000631878,NA,0.000442867,FALSE,NA,NA,NA,NA,NA,NA
213,2,8978799,9960670,TRUE,243,1753,NA,0.000288021,NA,0.0498506,FALSE,NA,NA,NA,NA,NA,NA
214,2,9960671,10611654,TRUE,304,2022,NA,0.000200387,NA,0.145626,FALSE,NA,NA,NA,NA,NA,NA
215,2,10611655,11230349,TRUE,274,1876,NA,0.000424925,NA,0.012439,FALSE,NA,NA,NA,NA,NA,NA
216,2,11230350,11995765,TRUE,243,1697,NA,0.000165857,NA,0.165429,FALSE,NA,NA,NA,NA,NA,NA
217,2,11995766,12732506,TRUE,339,1886,0.000445905,0.000718959,0.21071,0.000453789,FALSE,NA,NA,NA,NA,NA,NA
218,2,12732507,13625450,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,2,13625451,14692120,TRUE,237,2637,6.20695e-06,0.00021175,0.482519,0.10602,FALSE,NA,NA,NA,NA,NA,NA
220,2,14692121,15721703,TRUE,194,2021,0.000414808,4.67467e-05,0.163663,0.367285,FALSE,NA,NA,NA,NA,NA,NA
221,2,15721704,17241115,TRUE,459,3270,NA,0.000462027,NA,0.0276838,FALSE,NA,NA,NA,NA,NA,NA
222,2,17241116,18656325,TRUE,367,3626,0.000517323,0.000714937,0.186365,0.000726311,FALSE,NA,NA,NA,NA,NA,NA
223,2,18656326,20064517,TRUE,424,3577,NA,0.000459653,NA,0.0241622,FALSE,NA,NA,NA,NA,NA,NA
224,2,20064518,21084898,TRUE,366,2331,0.000395152,0.000319829,0.244856,0.0660677,FALSE,NA,NA,NA,NA,NA,NA
225,2,21084899,22429640,TRUE,251,2122,NA,0.000683404,NA,0.00017044,FALSE,NA,NA,NA,NA,NA,NA
226,2,22429641,23538527,TRUE,339,2283,0.000429157,0.000513904,0.219093,0.00767906,FALSE,NA,NA,NA,NA,NA,NA
227,2,23538528,24669224,TRUE,272,2735,NA,0.000712371,NA,0.000165777,FALSE,NA,NA,NA,NA,NA,NA
228,2,24669225,25895394,TRUE,268,2072,NA,0.000589146,NA,0.00111173,FALSE,NA,NA,NA,NA,NA,NA
229,2,25895395,26894102,TRUE,256,1773,NA,0.000133961,NA,0.218612,FALSE,NA,NA,NA,NA,NA,NA
230,2,26894103,28819510,TRUE,360,2951,NA,0.00102683,NA,4.28317e-06,FALSE,NA,NA,NA,NA,NA,NA
231,2,28819511,29627932,TRUE,275,1872,NA,0.000492902,NA,0.00516447,FALSE,NA,NA,NA,NA,NA,NA
232,2,29627933,30575619,TRUE,319,2112,3.29172e-06,0.000211054,0.487062,0.140551,FALSE,NA,NA,NA,NA,NA,NA
233,2,30575620,31457418,TRUE,298,2429,0.000724082,0.000269608,0.0878327,0.0803199,FALSE,NA,NA,NA,NA,NA,NA
234,2,31457419,33123604,TRUE,351,2727,NA,0.00060831,NA,0.00288857,FALSE,NA,NA,NA,NA,NA,NA
235,2,33123605,33735318,TRUE,266,1821,0.000376117,0.000346675,0.22097,0.0305847,FALSE,NA,NA,NA,NA,NA,NA
236,2,33735319,34239776,TRUE,167,1743,0.000238991,0.00029763,0.264468,0.0230029,FALSE,NA,NA,NA,NA,NA,NA
237,2,34239777,34890558,TRUE,194,1658,0.000376396,0.000135214,0.185567,0.185395,FALSE,NA,NA,NA,NA,NA,NA
238,2,34890559,35609257,TRUE,181,1915,NA,0.000197776,NA,0.0926619,FALSE,NA,NA,NA,NA,NA,NA
239,2,35609258,36120743,TRUE,128,1832,NA,0.000379914,NA,0.00249823,FALSE,NA,NA,NA,NA,NA,NA
240,2,36120744,36867389,TRUE,266,1937,NA,0.000445979,NA,0.00889562,FALSE,NA,NA,NA,NA,NA,NA
241,2,36867390,37603360,TRUE,247,1904,NA,0.000815121,NA,1.13197e-05,FALSE,NA,NA,NA,NA,NA,NA
242,2,37603361,38887393,TRUE,427,3254,0.000820222,0.00101461,0.0989012,1.90088e-05,FALSE,NA,NA,NA,NA,NA,NA
243,2,38887394,40087418,TRUE,275,1884,NA,0.000428269,NA,0.0125704,FALSE,NA,NA,NA,NA,NA,NA
244,2,40087419,40786176,TRUE,290,1804,NA,0.00055109,NA,0.0029394,FALSE,NA,NA,NA,NA,NA,NA
245,2,40786177,41540439,TRUE,203,1838,0.000209347,1.24106e-05,0.306025,0.455122,FALSE,NA,NA,NA,NA,NA,NA
246,2,41540440,42307418,TRUE,234,2328,NA,0.000548378,NA,0.00120321,FALSE,NA,NA,NA,NA,NA,NA
247,2,42307419,43295776,TRUE,313,2210,7.3859e-05,NA,0.435274,NA,FALSE,NA,NA,NA,NA,NA,NA
248,2,43295777,44104110,TRUE,256,1931,NA,0.000172983,NA,0.16018,FALSE,NA,NA,NA,NA,NA,NA
249,2,44104111,45189468,TRUE,329,2325,NA,7.20387e-05,NA,0.349731,FALSE,NA,NA,NA,NA,NA,NA
250,2,45189469,45850047,TRUE,327,1776,NA,0.000458616,NA,0.013014,FALSE,NA,NA,NA,NA,NA,NA
251,2,45850048,46499326,TRUE,408,1798,NA,0.000531674,NA,0.0103788,FALSE,NA,NA,NA,NA,NA,NA
252,2,46499327,47320114,TRUE,352,2173,NA,0.000331778,NA,0.0568745,FALSE,NA,NA,NA,NA,NA,NA
253,2,47320115,48171058,TRUE,388,1929,NA,0.000213025,NA,0.160163,FALSE,NA,NA,NA,NA,NA,NA
254,2,48171059,49114132,TRUE,268,2169,NA,0.00049864,NA,0.00441643,FALSE,NA,NA,NA,NA,NA,NA
255,2,49114133,49849185,TRUE,256,2051,NA,1.16203e-05,NA,0.461846,FALSE,NA,NA,NA,NA,NA,NA
256,2,49849186,50756240,TRUE,240,2171,NA,0.000340961,NA,0.0266534,FALSE,NA,NA,NA,NA,NA,NA
257,2,50756241,51669493,TRUE,262,2119,0.000310217,0.00030475,0.259086,0.0477174,FALSE,NA,NA,NA,NA,NA,NA
258,2,51669494,52494111,TRUE,262,1936,0.000217042,0.000462935,0.321651,0.00674881,FALSE,NA,NA,NA,NA,NA,NA
259,2,52494112,53032976,TRUE,143,1798,0.000720086,0.000205672,0.0301934,0.0626654,FALSE,NA,NA,NA,NA,NA,NA
260,2,53032977,53852120,TRUE,285,2341,NA,2.57019e-05,NA,0.433675,FALSE,NA,NA,NA,NA,NA,NA
261,2,53852121,54688234,TRUE,215,1882,NA,0.000612015,NA,0.000260053,FALSE,NA,NA,NA,NA,NA,NA
262,2,54688235,55663336,TRUE,283,2391,NA,0.000418753,NA,0.0151838,FALSE,NA,NA,NA,NA,NA,NA
263,2,55663337,56394698,TRUE,198,1890,2.81266e-05,0.000478066,0.460625,0.00211515,FALSE,NA,NA,NA,NA,NA,NA
264,2,56394699,57433653,TRUE,265,2279,NA,0.000508294,NA,0.00366709,FALSE,NA,NA,NA,NA,NA,NA
265,2,57433654,57952945,TRUE,120,1564,NA,0.00055067,NA,3.59192e-05,FALSE,NA,NA,NA,NA,NA,NA
266,2,57952946,59251996,TRUE,299,2102,0.000828743,0.00160116,0.0622306,7.5125e-13,FALSE,NA,NA,NA,NA,NA,NA
267,2,59251997,60775066,TRUE,510,3171,2.17691e-05,0.00171598,0.479087,3.95638e-10,FALSE,NA,NA,NA,NA,NA,NA
268,2,60775067,62429910,TRUE,356,2676,NA,0.000484773,NA,0.0126984,FALSE,NA,NA,NA,NA,NA,NA
269,2,62429911,63672118,TRUE,276,1934,NA,0.000539327,NA,0.00277674,FALSE,NA,NA,NA,NA,NA,NA
270,2,63672119,64696089,TRUE,217,1892,0.000636607,9.25111e-05,0.0823728,0.276069,FALSE,NA,NA,NA,NA,NA,NA
271,2,64696090,65938002,TRUE,374,2576,NA,0.000442437,NA,0.0214251,FALSE,NA,NA,NA,NA,NA,NA
272,2,65938003,67224027,TRUE,357,2720,NA,0.000210909,NA,0.152759,FALSE,NA,NA,NA,NA,NA,NA
273,2,67224028,67979828,TRUE,252,2068,0.000749498,0.000622915,0.0652754,0.000475086,FALSE,NA,NA,NA,NA,NA,NA
274,2,67979829,68877774,TRUE,234,2074,NA,0.000433388,NA,0.00771057,FALSE,NA,NA,NA,NA,NA,NA
275,2,68877775,70756283,TRUE,421,3472,NA,0.000674932,NA,0.00214783,FALSE,NA,NA,NA,NA,NA,NA
276,2,70756284,71385813,TRUE,253,1779,NA,0.000363264,NA,0.0227125,FALSE,NA,NA,NA,NA,NA,NA
277,2,71385814,72160302,TRUE,267,1825,NA,0.000189101,NA,0.145546,FALSE,NA,NA,NA,NA,NA,NA
278,2,72160303,73544290,TRUE,224,1862,NA,0.000710316,NA,4.95392e-05,FALSE,NA,NA,NA,NA,NA,NA
279,2,73544291,75148103,TRUE,302,2225,0.000691614,0.000486923,0.0987721,0.00742619,FALSE,NA,NA,NA,NA,NA,NA
280,2,75148104,75942397,TRUE,271,1883,NA,7.70732e-05,NA,0.325587,FALSE,NA,NA,NA,NA,NA,NA
281,2,75942398,76649030,TRUE,151,1890,NA,0.000387532,NA,0.00383367,FALSE,NA,NA,NA,NA,NA,NA
282,2,76649031,77372830,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,2,77372831,78080057,TRUE,234,1733,0.000208209,0.000377018,0.318854,0.0158277,FALSE,NA,NA,NA,NA,NA,NA
284,2,78080058,79019676,TRUE,189,2123,7.88054e-05,0.000478316,0.412574,0.00175699,FALSE,NA,NA,NA,NA,NA,NA
285,2,79019677,79900055,TRUE,310,2323,0.000315626,0.000829143,0.272466,4.16659e-05,FALSE,NA,NA,NA,NA,NA,NA
286,2,79900056,80737811,TRUE,338,1832,0.000564962,0.000936419,0.156664,1.20795e-05,FALSE,NA,NA,NA,NA,NA,NA
287,2,80737812,81623357,TRUE,184,1772,NA,0.00031776,NA,0.0211015,FALSE,NA,NA,NA,NA,NA,NA
288,2,81623358,82941455,TRUE,162,3401,NA,0.000597702,NA,6.98458e-05,FALSE,NA,NA,NA,NA,NA,NA
289,2,82941456,84395899,TRUE,180,3102,NA,0.00030064,NA,0.0251437,FALSE,NA,NA,NA,NA,NA,NA
290,2,84395900,85992794,TRUE,378,3215,NA,0.000644242,NA,0.00223882,FALSE,NA,NA,NA,NA,NA,NA
291,2,85992795,86867032,TRUE,140,2020,0.000384577,0.000311892,0.143905,0.012071,FALSE,NA,NA,NA,NA,NA,NA
292,2,86867033,88547312,TRUE,139,823,0.000650408,0.000239249,0.0416311,0.038309,TRUE,0.887065,0.887065,FALSE,-0.01548,1,0.0555115
293,2,88547313,91860961,TRUE,84,1015,0.000595464,0.00017918,0.0236358,0.0454699,TRUE,-0.380105,-0.380105,FALSE,-1,0.71525,0.404439
294,2,91860962,97339301,TRUE,152,1219,NA,0.000349942,NA,0.00822379,FALSE,NA,NA,NA,NA,NA,NA
295,2,97339302,98989360,TRUE,166,1818,NA,0.000443979,NA,0.00192735,FALSE,NA,NA,NA,NA,NA,NA
296,2,98989361,100202436,TRUE,164,1926,NA,0.00015698,NA,0.133722,FALSE,NA,NA,NA,NA,NA,NA
297,2,100202437,101556799,TRUE,263,2922,NA,0.000369085,NA,0.0235389,FALSE,NA,NA,NA,NA,NA,NA
298,2,101556800,102494487,TRUE,245,1850,NA,0.000189205,NA,0.135241,FALSE,NA,NA,NA,NA,NA,NA
299,2,102494488,103305257,TRUE,163,1994,0.000371713,0.000266308,0.168662,0.0337118,FALSE,NA,NA,NA,NA,NA,NA
300,2,103305258,105120578,TRUE,334,2746,0.000610092,0.000946771,0.13766,9.74869e-06,FALSE,NA,NA,NA,NA,NA,NA
301,2,105120579,106546524,TRUE,428,3392,0.00132649,0.000507698,0.0209997,0.0152277,TRUE,0.343193,0.343193,FALSE,-0.52316,1,0.354495
302,2,106546525,107412295,TRUE,259,2142,NA,0.000454778,NA,0.00750358,FALSE,NA,NA,NA,NA,NA,NA
303,2,107412296,108417773,TRUE,221,2455,NA,0.000240152,NA,0.0741631,FALSE,NA,NA,NA,NA,NA,NA
304,2,108417774,110097868,TRUE,326,3204,NA,0.000381011,NA,0.031661,FALSE,NA,NA,NA,NA,NA,NA
305,2,110097869,112644828,TRUE,344,2459,NA,0.000296525,NA,0.0753651,FALSE,NA,NA,NA,NA,NA,NA
306,2,112644829,113930668,TRUE,238,2531,NA,0.000161116,NA,0.168314,FALSE,NA,NA,NA,NA,NA,NA
307,2,113930669,115203835,TRUE,225,2168,NA,0.000230934,NA,0.0828822,FALSE,NA,NA,NA,NA,NA,NA
308,2,115203836,116415816,TRUE,262,2311,NA,0.000457273,NA,0.00733524,FALSE,NA,NA,NA,NA,NA,NA
309,2,116415817,117822516,TRUE,201,2917,0.000367362,1.14285e-05,0.194981,0.457446,FALSE,NA,NA,NA,NA,NA,NA
310,2,117822517,118663653,TRUE,160,1907,NA,0.000234789,NA,0.0508558,FALSE,NA,NA,NA,NA,NA,NA
311,2,118663654,119635489,TRUE,273,2271,NA,0.00082541,NA,2.09936e-05,FALSE,NA,NA,NA,NA,NA,NA
312,2,119635490,121073752,TRUE,344,2923,NA,0.000825987,NA,9.67052e-05,FALSE,NA,NA,NA,NA,NA,NA
313,2,121073753,122026817,TRUE,310,1964,0.00166768,0.000512978,0.00181269,0.00573013,TRUE,-0.416788,-0.416788,FALSE,-1,0.18675,0.159834
314,2,122026818,123219243,TRUE,195,2220,0.000308252,0.000233373,0.229563,0.0677336,FALSE,NA,NA,NA,NA,NA,NA
315,2,123219244,123929872,TRUE,111,1831,NA,0.000198614,NA,0.0499493,FALSE,NA,NA,NA,NA,NA,NA
316,2,123929873,124730991,TRUE,134,1909,NA,0.000199855,NA,0.0630596,FALSE,NA,NA,NA,NA,NA,NA
317,2,124730992,125741528,TRUE,261,2255,NA,0.00111347,NA,2.32919e-08,FALSE,NA,NA,NA,NA,NA,NA
318,2,125741529,126754027,TRUE,159,2463,NA,0.000244519,NA,0.044149,FALSE,NA,NA,NA,NA,NA,NA
319,2,126754028,127895644,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,2,127895645,129486897,TRUE,389,3665,6.38834e-06,0.000290543,0.486233,0.0919312,FALSE,NA,NA,NA,NA,NA,NA
321,2,129486898,130485398,TRUE,227,2400,1.92396e-05,NA,0.47087,NA,FALSE,NA,NA,NA,NA,NA,NA
322,2,130485399,131760638,TRUE,156,1226,0.000234272,6.50654e-05,0.26151,0.307657,FALSE,NA,NA,NA,NA,NA,NA
323,2,131760639,132598285,TRUE,95,1271,0.000388999,0.000172699,0.100011,0.0587894,FALSE,NA,NA,NA,NA,NA,NA
324,2,132598286,133352950,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,2,133352951,134359059,TRUE,321,1920,NA,0.000536323,NA,0.0047637,FALSE,NA,NA,NA,NA,NA,NA
326,2,134359060,135160197,TRUE,258,1849,NA,0.000632271,NA,0.000457245,FALSE,NA,NA,NA,NA,NA,NA
327,2,135160198,137061003,TRUE,165,2605,0.000441094,0.000302949,0.131605,0.0213591,FALSE,NA,NA,NA,NA,NA,NA
328,2,137061004,138073791,TRUE,183,2688,0.000117174,0.000307504,0.376032,0.0233662,FALSE,NA,NA,NA,NA,NA,NA
329,2,138073792,139505819,TRUE,253,2774,NA,0.000538118,NA,0.00193917,FALSE,NA,NA,NA,NA,NA,NA
330,2,139505820,140934531,TRUE,272,3713,0.000195917,5.05203e-05,0.339562,0.37971,FALSE,NA,NA,NA,NA,NA,NA
331,2,140934532,141802664,TRUE,203,2702,NA,0.000481424,NA,0.00214904,FALSE,NA,NA,NA,NA,NA,NA
332,2,141802665,142494980,TRUE,166,2345,0.00073482,3.58226e-05,0.0365677,0.386382,FALSE,NA,NA,NA,NA,NA,NA
333,2,142494981,143259780,TRUE,211,1883,0.00114023,0.000251083,0.0077817,0.0615572,FALSE,NA,NA,NA,NA,NA,NA
334,2,143259781,144503688,TRUE,245,2144,0.000207098,0.000267185,0.323403,0.0639187,FALSE,NA,NA,NA,NA,NA,NA
335,2,144503689,145977920,TRUE,314,1817,NA,0.00104341,NA,8.57517e-07,FALSE,NA,NA,NA,NA,NA,NA
336,2,145977921,147252196,TRUE,245,2061,NA,0.000804842,NA,1.53573e-05,FALSE,NA,NA,NA,NA,NA,NA
337,2,147252197,149568875,TRUE,318,3475,7.00189e-05,0.00153723,0.438539,9.78247e-12,FALSE,NA,NA,NA,NA,NA,NA
338,2,149568876,151428988,TRUE,445,3253,NA,0.000480028,NA,0.0222277,FALSE,NA,NA,NA,NA,NA,NA
339,2,151428989,152497375,TRUE,243,2442,NA,0.000452069,NA,0.00622716,FALSE,NA,NA,NA,NA,NA,NA
340,2,152497376,153999309,TRUE,285,3088,0.000162329,0.000594723,0.366807,0.00138254,FALSE,NA,NA,NA,NA,NA,NA
341,2,153999310,155207969,TRUE,242,2767,0.000261452,0.000250372,0.28359,0.0741612,FALSE,NA,NA,NA,NA,NA,NA
342,2,155207970,156130947,TRUE,223,1948,NA,0.000451895,NA,0.00472115,FALSE,NA,NA,NA,NA,NA,NA
343,2,156130948,157556096,TRUE,252,2527,0.000667091,0.000827558,0.087726,1.16897e-05,FALSE,NA,NA,NA,NA,NA,NA
344,2,157556097,159040979,TRUE,280,2009,0.000474255,0.000441753,0.175141,0.0108588,FALSE,NA,NA,NA,NA,NA,NA
345,2,159040980,160200379,TRUE,278,3074,0.000335345,0.000283781,0.249638,0.0648315,FALSE,NA,NA,NA,NA,NA,NA
346,2,160200380,161432089,TRUE,228,2861,NA,0.000967822,NA,2.13191e-07,FALSE,NA,NA,NA,NA,NA,NA
347,2,161432090,163607635,TRUE,316,3388,NA,0.00113001,NA,1.77728e-07,FALSE,NA,NA,NA,NA,NA,NA
348,2,163607636,164702312,TRUE,205,1899,NA,0.00034898,NA,0.017186,FALSE,NA,NA,NA,NA,NA,NA
349,2,164702313,165917788,TRUE,242,2006,NA,0.000157609,NA,0.175628,FALSE,NA,NA,NA,NA,NA,NA
350,2,165917789,167488576,TRUE,298,3153,NA,0.000788477,NA,7.00771e-05,FALSE,NA,NA,NA,NA,NA,NA
351,2,167488577,168437445,TRUE,115,1879,NA,0.000355338,NA,0.0029366,FALSE,NA,NA,NA,NA,NA,NA
352,2,168437446,169224445,TRUE,265,1809,0.000106897,0.000339859,0.40407,0.0329827,FALSE,NA,NA,NA,NA,NA,NA
353,2,169224446,170155561,TRUE,295,1915,0.000549406,0.000408728,0.147451,0.0188345,FALSE,NA,NA,NA,NA,NA,NA
354,2,170155562,170865765,TRUE,126,1881,0.000282046,0.000136808,0.200875,0.133343,FALSE,NA,NA,NA,NA,NA,NA
355,2,170865766,171566482,TRUE,287,1808,0.000221246,3.13746e-05,0.326044,0.421888,FALSE,NA,NA,NA,NA,NA,NA
356,2,171566483,172501315,TRUE,189,1936,NA,0.000183358,NA,0.115065,FALSE,NA,NA,NA,NA,NA,NA
357,2,172501316,173287857,TRUE,212,1748,NA,0.000915218,NA,3.47075e-07,FALSE,NA,NA,NA,NA,NA,NA
358,2,173287858,174118389,TRUE,210,2101,0.000340858,0.00045025,0.216242,0.00424203,FALSE,NA,NA,NA,NA,NA,NA
359,2,174118390,174927563,TRUE,300,1724,NA,0.000957993,NA,2.88613e-06,FALSE,NA,NA,NA,NA,NA,NA
360,2,174927564,176734750,TRUE,398,3420,NA,0.00115161,NA,9.77364e-07,FALSE,NA,NA,NA,NA,NA,NA
361,2,176734751,178149981,TRUE,416,2823,NA,0.000431661,NA,0.0303268,FALSE,NA,NA,NA,NA,NA,NA
362,2,178149982,179224870,TRUE,167,2512,NA,0.000213191,NA,0.0721972,FALSE,NA,NA,NA,NA,NA,NA
363,2,179224871,180336045,TRUE,283,2085,NA,0.000892248,NA,7.35683e-06,FALSE,NA,NA,NA,NA,NA,NA
364,2,180336046,181309939,TRUE,266,2456,NA,0.000493175,NA,0.00453097,FALSE,NA,NA,NA,NA,NA,NA
365,2,181309940,182307877,TRUE,215,2262,NA,0.000243622,NA,0.06894,FALSE,NA,NA,NA,NA,NA,NA
366,2,182307878,183352290,TRUE,229,2036,0.000421304,8.81603e-05,0.179041,0.291585,FALSE,NA,NA,NA,NA,NA,NA
367,2,183352291,184148655,TRUE,172,1948,0.000225013,0.000229972,0.278528,0.0603109,FALSE,NA,NA,NA,NA,NA,NA
368,2,184148656,184866232,TRUE,159,1585,0.000562534,0.00075068,0.0768333,1.47329e-06,FALSE,NA,NA,NA,NA,NA,NA
369,2,184866233,186244920,TRUE,195,2628,0.000800202,0.000880811,0.0355164,3.39701e-07,TRUE,-0.121403,-0.121403,FALSE,-0.95035,0.54783,0.670432
370,2,186244921,187498047,TRUE,101,2219,NA,0.000118913,NA,0.139528,FALSE,NA,NA,NA,NA,NA,NA
371,2,187498048,188895310,TRUE,189,2604,0.000200114,NA,0.307228,NA,FALSE,NA,NA,NA,NA,NA,NA
372,2,188895311,189882702,TRUE,122,1955,NA,0.000137142,NA,0.132154,FALSE,NA,NA,NA,NA,NA,NA
373,2,189882703,191051954,TRUE,165,2135,6.66366e-06,0.000101369,0.478589,0.229519,FALSE,NA,NA,NA,NA,NA,NA
374,2,191051955,193033982,TRUE,382,3210,0.000374378,0.000292273,0.260185,0.087638,FALSE,NA,NA,NA,NA,NA,NA
375,2,193033983,195300250,TRUE,264,2433,0.000487578,0.00077204,0.162063,4.39567e-05,FALSE,NA,NA,NA,NA,NA,NA
376,2,195300251,196446299,TRUE,161,2465,NA,0.000409248,NA,0.00388397,FALSE,NA,NA,NA,NA,NA,NA
377,2,196446300,198140350,TRUE,266,3110,6.22691e-06,0.000444485,0.483483,0.00915996,FALSE,NA,NA,NA,NA,NA,NA
378,2,198140351,199654969,TRUE,188,1915,0.000156508,0.00103847,0.343207,4.22182e-09,FALSE,NA,NA,NA,NA,NA,NA
379,2,199654970,201324132,TRUE,271,2449,2.09558e-05,0.00153821,0.471976,8.49097e-13,FALSE,NA,NA,NA,NA,NA,NA
380,2,201324133,202504862,TRUE,214,2045,0.000281978,0.00076028,0.257344,1.31819e-05,FALSE,NA,NA,NA,NA,NA,NA
381,2,202504863,203639686,TRUE,236,1787,NA,0.000660286,NA,0.000182792,FALSE,NA,NA,NA,NA,NA,NA
382,2,203639687,205038119,TRUE,209,2259,NA,0.00010112,NA,0.255344,FALSE,NA,NA,NA,NA,NA,NA
383,2,205038120,206821199,TRUE,584,3083,0.00130821,0.000810284,0.0411257,0.00172759,TRUE,0.442037,0.442037,FALSE,-0.27649,1,0.197334
384,2,206821200,207726594,TRUE,237,1889,NA,0.000313331,NA,0.0363906,FALSE,NA,NA,NA,NA,NA,NA
385,2,207726595,208674588,TRUE,288,1831,0.000500667,0.000626781,0.165988,0.000873459,FALSE,NA,NA,NA,NA,NA,NA
386,2,208674589,209940230,TRUE,301,2544,0.000288585,0.00043179,0.286205,0.0149915,FALSE,NA,NA,NA,NA,NA,NA
387,2,209940231,210842457,TRUE,130,2041,NA,0.000327152,NA,0.00747943,FALSE,NA,NA,NA,NA,NA,NA
388,2,210842458,212520453,TRUE,357,3289,NA,0.000370055,NA,0.0406762,FALSE,NA,NA,NA,NA,NA,NA
389,2,212520454,213194362,TRUE,204,1995,NA,0.000614442,NA,0.000180678,FALSE,NA,NA,NA,NA,NA,NA
390,2,213194363,214044566,TRUE,249,1935,NA,0.000530985,NA,0.00216469,FALSE,NA,NA,NA,NA,NA,NA
391,2,214044567,215002484,TRUE,142,2175,0.000359566,0.00018581,0.160548,0.0822377,FALSE,NA,NA,NA,NA,NA,NA
392,2,215002485,215899570,TRUE,232,1902,0.000632131,0.000627758,0.0904131,0.000333962,FALSE,NA,NA,NA,NA,NA,NA
393,2,215899571,217566011,TRUE,515,3348,0.000334268,0.000587756,0.308936,0.0113821,FALSE,NA,NA,NA,NA,NA,NA
394,2,217566012,218396258,TRUE,238,2050,0.000346064,0.000294077,0.226651,0.04533,FALSE,NA,NA,NA,NA,NA,NA
395,2,218396259,219678783,TRUE,259,2104,NA,0.000432155,NA,0.00967536,FALSE,NA,NA,NA,NA,NA,NA
396,2,219678784,220771552,TRUE,280,1759,NA,0.000417827,NA,0.015303,FALSE,NA,NA,NA,NA,NA,NA
397,2,220771553,221445191,TRUE,190,1850,0.000731955,0.000451178,0.046359,0.00272868,TRUE,0.0153633,0.0153633,FALSE,-1,1,0.967327
398,2,221445192,222327713,TRUE,243,1730,0.000144607,0.000276596,0.370135,0.0562225,FALSE,NA,NA,NA,NA,NA,NA
399,2,222327714,223353965,TRUE,271,1777,0.000377847,0.000238907,0.222021,0.094687,FALSE,NA,NA,NA,NA,NA,NA
400,2,223353966,224123079,TRUE,178,1983,0.000157922,0.000145564,0.337965,0.158012,FALSE,NA,NA,NA,NA,NA,NA
401,2,224123080,224938731,TRUE,231,1744,NA,0.000330081,NA,0.028601,FALSE,NA,NA,NA,NA,NA,NA
402,2,224938732,226242842,TRUE,283,3110,0.000563109,0.000823583,0.137103,2.55661e-05,FALSE,NA,NA,NA,NA,NA,NA
403,2,226242843,227557841,TRUE,262,2351,0.000432159,0.000657657,0.188625,0.000319448,FALSE,NA,NA,NA,NA,NA,NA
404,2,227557842,228812485,TRUE,333,3474,1.58634e-05,0.000376648,0.478347,0.0345074,FALSE,NA,NA,NA,NA,NA,NA
405,2,228812486,229764918,TRUE,223,2079,NA,0.000377338,NA,0.0146214,FALSE,NA,NA,NA,NA,NA,NA
406,2,229764919,230541092,TRUE,269,1955,NA,0.000488211,NA,0.00511821,FALSE,NA,NA,NA,NA,NA,NA
407,2,230541093,231847386,TRUE,421,3092,NA,0.000267954,NA,0.117731,FALSE,NA,NA,NA,NA,NA,NA
408,2,231847387,233352722,TRUE,369,3068,0.000288487,0.000143458,0.304682,0.24258,FALSE,NA,NA,NA,NA,NA,NA
409,2,233352723,234115092,TRUE,244,1750,0.000266963,0.000683324,0.280577,0.000131476,FALSE,NA,NA,NA,NA,NA,NA
410,2,234115093,234945577,TRUE,248,1853,NA,0.000258186,NA,0.070987,FALSE,NA,NA,NA,NA,NA,NA
411,2,234945578,235625789,TRUE,298,2164,0.000746711,0.00027096,0.0816203,0.0788397,FALSE,NA,NA,NA,NA,NA,NA
412,2,235625790,236276287,TRUE,273,1854,NA,4.62482e-05,NA,0.388145,FALSE,NA,NA,NA,NA,NA,NA
413,2,236276288,237194297,TRUE,267,1825,NA,9.88068e-05,NA,0.283928,FALSE,NA,NA,NA,NA,NA,NA
414,2,237194298,238185482,TRUE,273,2059,NA,0.000277647,NA,0.066537,FALSE,NA,NA,NA,NA,NA,NA
415,2,238185483,238814630,TRUE,211,1713,NA,0.000397617,NA,0.00914213,FALSE,NA,NA,NA,NA,NA,NA
416,2,238814631,239634350,TRUE,246,2298,NA,0.000247285,NA,0.0785436,FALSE,NA,NA,NA,NA,NA,NA
417,2,239634351,240325600,TRUE,290,1617,0.000966511,NA,0.0358442,NA,FALSE,NA,NA,NA,NA,NA,NA
418,2,240325601,241113279,TRUE,346,2231,0.00124776,0.000497985,0.0172503,0.00947027,TRUE,0.238466,0.238466,FALSE,-0.58842,1,0.49939
419,2,241113280,241910366,TRUE,331,2432,0.000142459,0.000575226,0.389414,0.00315207,FALSE,NA,NA,NA,NA,NA,NA
420,2,241910367,243188366,TRUE,259,2408,NA,0.000259258,NA,0.0743749,FALSE,NA,NA,NA,NA,NA,NA
421,3,60197,795746,TRUE,302,1680,NA,0.0004614,NA,0.0106865,FALSE,NA,NA,NA,NA,NA,NA
