"locus","chr","start","stop","processed","K","n_snps","h2_MDD_noUKB","h2_BIP_noUKB","p_MDD_noUKB","p_BIP_noUKB","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
176,1,226534712,228045554,TRUE,309,3720,NA,0.000244728,NA,0.000818144,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
177,1,228045555,229075156,TRUE,226,1791,NA,0.000187942,NA,0.00294513,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
178,1,229075157,230227247,TRUE,394,1981,0.00104893,0.000306485,1.02426e-06,0.000285289,TRUE,0.507808,0.507808,FALSE,0.12267,0.99528,0.0137725,2,NA
179,1,230227248,231287764,TRUE,461,3196,0.000246698,0.000192645,0.126239,0.018396,FALSE,NA,NA,NA,NA,NA,NA,2,NA
180,1,231287765,232177704,TRUE,289,1791,0.000187524,0.00044135,0.136727,5.41476e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
181,1,232177705,232954942,TRUE,337,2002,0.000434448,0.000420683,0.0119553,4.10081e-07,TRUE,-0.0335465,-0.0335465,FALSE,-0.72803,0.48212,0.892522,2,NA
182,1,232954943,233639473,TRUE,224,1888,NA,0.000265528,NA,6.87977e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
183,1,233639474,234365796,TRUE,289,2033,6.95156e-05,6.91091e-05,0.33284,0.163466,FALSE,NA,NA,NA,NA,NA,NA,2,NA
184,1,234365797,235097113,TRUE,360,1910,5.46502e-05,9.40181e-05,0.377875,0.120691,FALSE,NA,NA,NA,NA,NA,NA,2,NA
185,1,235097114,236199671,TRUE,244,1890,NA,0.000136085,NA,0.0224779,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
186,1,236199672,237409458,TRUE,452,3356,NA,0.000423803,NA,5.60132e-06,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
187,1,237409459,238094455,TRUE,301,1904,0.000194162,0.000235497,0.133058,0.00132777,FALSE,NA,NA,NA,NA,NA,NA,2,NA
188,1,238094456,238704857,TRUE,165,1873,NA,0.000702671,NA,3.63607e-21,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
189,1,238704858,239332148,TRUE,194,1890,NA,0.000148497,NA,0.00745437,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
190,1,239332149,240248508,TRUE,337,2228,0.000399765,0.000237936,0.0180371,0.00162422,TRUE,0.132043,0.132043,FALSE,-0.71737,0.9361,0.681905,2,NA
191,1,240248509,241033584,TRUE,331,1777,8.49331e-05,0.000166084,0.31261,0.0165309,FALSE,NA,NA,NA,NA,NA,NA,2,NA
192,1,241033585,241813534,TRUE,340,1902,4.26688e-05,0.000446823,0.399225,1.09768e-07,FALSE,NA,NA,NA,NA,NA,NA,2,NA
193,1,241813535,242417923,TRUE,275,1770,0.000159202,0.000105049,0.167269,0.0663614,FALSE,NA,NA,NA,NA,NA,NA,2,NA
194,1,242417924,243048003,TRUE,225,1712,3.51621e-05,0.000102936,0.395665,0.0533314,FALSE,NA,NA,NA,NA,NA,NA,2,NA
195,1,243048004,244723196,TRUE,438,2649,0.000333495,0.000232189,0.0594275,0.00563929,FALSE,NA,NA,NA,NA,NA,NA,2,NA
196,1,244723197,245970505,TRUE,597,2942,0.000177018,0.000190524,0.23176,0.0333988,FALSE,NA,NA,NA,NA,NA,NA,2,NA
197,1,245970506,246610290,TRUE,165,2029,0.000176864,0.000197568,0.0885324,0.000403697,FALSE,NA,NA,NA,NA,NA,NA,2,NA
198,1,246610291,247531112,TRUE,332,2536,0.000562673,0.000190623,0.00188943,0.00843167,TRUE,-0.180845,-0.180845,FALSE,-1,0.44927,0.553005,2,NA
199,1,247531113,248341594,TRUE,287,2382,NA,4.10774e-05,NA,0.272039,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
200,1,248341595,249240538,TRUE,96,1160,0.000104457,0.000108316,0.145039,0.0082055,FALSE,NA,NA,NA,NA,NA,NA,2,NA
201,2,10181,789195,TRUE,228,1813,0.000275599,0.000164441,0.0388813,0.00657332,TRUE,0.194117,0.194117,FALSE,-0.89071,1,0.613262,2,NA
202,2,789196,1376545,TRUE,149,2099,2.63051e-05,4.99182e-05,0.400482,0.159838,FALSE,NA,NA,NA,NA,NA,NA,2,NA
203,2,1376546,1875060,TRUE,233,1662,8.06922e-05,0.000181851,0.291302,0.00410506,FALSE,NA,NA,NA,NA,NA,NA,2,NA
204,2,1875061,2680063,TRUE,322,1983,0.000287912,0.000207956,0.0585241,0.00436037,FALSE,NA,NA,NA,NA,NA,NA,2,NA
205,2,2680064,3314202,TRUE,325,1819,0.000396098,0.000194186,0.0174863,0.00686215,TRUE,-0.396895,-0.396895,FALSE,-1,0.30779,0.254212,2,NA
206,2,3314203,4016104,TRUE,312,1861,NA,0.000209257,NA,0.00351282,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
207,2,4016105,4766969,TRUE,238,1877,0.000285385,7.5301e-06,0.037613,0.441346,FALSE,NA,NA,NA,NA,NA,NA,2,NA
208,2,4766970,5568653,TRUE,215,1710,0.000100709,0.000211323,0.240221,0.000707355,FALSE,NA,NA,NA,NA,NA,NA,2,NA
209,2,5568654,6306606,TRUE,311,2190,6.11673e-05,0.000237076,0.356757,0.00118641,FALSE,NA,NA,NA,NA,NA,NA,2,NA
210,2,6306607,7108208,TRUE,291,1878,7.36016e-05,0.000151045,0.324816,0.0204979,FALSE,NA,NA,NA,NA,NA,NA,2,NA
211,2,7108209,7966709,TRUE,253,2012,NA,0.000106642,NA,0.0562295,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
212,2,7966710,8978798,TRUE,376,1991,NA,0.000230712,NA,0.00360125,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
213,2,8978799,9960670,TRUE,271,1809,NA,0.00016977,NA,0.00938533,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
214,2,9960671,10611654,TRUE,332,2084,NA,8.87465e-05,NA,0.121557,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
215,2,10611655,11230349,TRUE,299,1935,0.00013332,0.000117907,0.21672,0.0545323,FALSE,NA,NA,NA,NA,NA,NA,2,NA
216,2,11230350,11995765,TRUE,305,1832,0.000410858,6.66843e-05,0.0124285,0.178902,FALSE,NA,NA,NA,NA,NA,NA,2,NA
217,2,11995766,12732506,TRUE,351,1934,0.000203254,0.000174415,0.139863,0.0163923,FALSE,NA,NA,NA,NA,NA,NA,2,NA
218,2,12732507,13625450,TRUE,199,2231,0.00013685,4.77152e-05,0.164628,0.201453,FALSE,NA,NA,NA,NA,NA,NA,2,NA
219,2,13625451,14692120,TRUE,269,2703,NA,0.000193968,NA,0.0034978,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
220,2,14692121,15721703,TRUE,236,2104,9.22393e-05,0.000202786,0.267216,0.0014661,FALSE,NA,NA,NA,NA,NA,NA,2,NA
221,2,15721704,17241115,TRUE,543,3434,3.43647e-05,0.000859653,0.433693,1.65624e-14,FALSE,NA,NA,NA,NA,NA,NA,2,NA
222,2,17241116,18656325,TRUE,391,3690,NA,0.00025349,NA,0.00173105,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
223,2,18656326,20064517,TRUE,438,3601,0.00019642,0.000197311,0.173418,0.0145978,FALSE,NA,NA,NA,NA,NA,NA,2,NA
224,2,20064518,21084898,TRUE,387,2372,0.000200453,0.000150902,0.153566,0.0366407,FALSE,NA,NA,NA,NA,NA,NA,2,NA
225,2,21084899,22429640,TRUE,279,2168,9.94679e-05,0.00023726,0.26999,0.000916916,FALSE,NA,NA,NA,NA,NA,NA,2,NA
226,2,22429641,23538527,TRUE,360,2329,0.000446997,0.000481623,0.0122744,3.90125e-08,TRUE,0.500499,0.500499,FALSE,0.03833,1,0.0368354,2,NA
227,2,23538528,24669224,TRUE,283,2760,0.000118193,0.000454233,0.236942,1.19985e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
228,2,24669225,25895394,TRUE,277,2093,4.23772e-05,8.32986e-05,0.389064,0.114867,FALSE,NA,NA,NA,NA,NA,NA,2,NA
229,2,25895395,26894102,TRUE,271,1822,0.000286249,0.000218406,0.0457876,0.00158619,TRUE,-0.000734878,-0.000734878,FALSE,-1,0.8619,0.998365,2,NA
230,2,26894103,28819510,TRUE,376,2977,0.000711873,0.000655759,0.000335165,3.73927e-12,TRUE,-0.0192159,-0.0192159,FALSE,-0.43102,0.33797,0.914511,2,NA
231,2,28819511,29627932,TRUE,278,1906,0.000123027,0.000249161,0.225796,0.000466682,FALSE,NA,NA,NA,NA,NA,NA,2,NA
232,2,29627933,30575619,TRUE,349,2178,NA,0.000323152,NA,7.6793e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
233,2,30575620,31457418,TRUE,312,2529,0.000580903,0.000219236,0.00112988,0.00324662,TRUE,0.642642,0.642642,FALSE,0.10445,1,0.0226609,2,NA
234,2,31457419,33123604,TRUE,353,3140,0.000217124,0.000345944,0.129477,5.4424e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
235,2,33123605,33735318,TRUE,299,1904,7.61011e-05,0.000220029,0.321773,0.0021819,FALSE,NA,NA,NA,NA,NA,NA,2,NA
236,2,33735319,34239776,TRUE,184,1790,NA,7.00963e-05,NA,0.114326,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
237,2,34239777,34890558,TRUE,206,1685,0.00013588,0.000298572,0.17145,6.17781e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
238,2,34890559,35609257,TRUE,195,1972,NA,0.000259378,NA,3.19813e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
239,2,35609258,36120743,TRUE,131,1844,1.21551e-05,8.49977e-05,0.441406,0.0414126,FALSE,NA,NA,NA,NA,NA,NA,2,NA
240,2,36120744,36867389,TRUE,273,1991,0.00033586,0.000489885,0.0264817,7.50958e-10,TRUE,0.0357075,0.0357075,FALSE,-0.61464,0.59442,0.886805,2,NA
241,2,36867390,37603360,TRUE,257,1922,4.83209e-05,0.000238707,0.371476,0.000470656,FALSE,NA,NA,NA,NA,NA,NA,2,NA
242,2,37603361,38887393,TRUE,441,3289,0.000384159,0.000665277,0.0381365,6.31388e-11,TRUE,-0.217279,-0.217279,FALSE,-1,0.28882,0.378267,2,NA
243,2,38887394,40087418,TRUE,279,1895,0.000240189,0.000245829,0.0798988,0.000584854,FALSE,NA,NA,NA,NA,NA,NA,2,NA
244,2,40087419,40786176,TRUE,304,1893,0.000457997,0.000405976,0.00678794,7.25e-07,TRUE,0.116621,0.116621,FALSE,-0.45625,0.67304,0.62946,2,NA
245,2,40786177,41540439,TRUE,217,1868,0.000271508,0.00029528,0.0378535,1.07015e-05,TRUE,0.0428123,0.0428123,FALSE,-0.82902,0.77707,0.888141,2,NA
246,2,41540440,42307418,TRUE,250,2365,0.000189649,0.000211292,0.116968,0.00130881,FALSE,NA,NA,NA,NA,NA,NA,2,NA
247,2,42307419,43295776,TRUE,326,2233,0.000205681,6.13293e-06,0.128562,0.457118,FALSE,NA,NA,NA,NA,NA,NA,2,NA
248,2,43295777,44104110,TRUE,275,1973,0.000287529,0.000231518,0.0464343,0.00102406,TRUE,1,1.06501,FALSE,0.37487,1,0.00279989,2,NA
249,2,44104111,45189468,TRUE,339,2340,0.000185245,0.000517927,0.156786,1.89516e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
250,2,45189469,45850047,TRUE,341,1812,0.000110088,0.000225777,0.270015,0.00261646,FALSE,NA,NA,NA,NA,NA,NA,2,NA
251,2,45850048,46499326,TRUE,439,1866,0.000234664,0.000388555,0.132156,2.11627e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
252,2,46499327,47320114,TRUE,375,2259,4.08401e-06,0.000185763,0.481899,0.0144683,FALSE,NA,NA,NA,NA,NA,NA,2,NA
253,2,47320115,48171058,TRUE,412,1976,0.000338197,0.000370341,0.0517561,2.92318e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
254,2,48171059,49114132,TRUE,279,2202,0.000172374,0.000356331,0.151156,2.88898e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
255,2,49114133,49849185,TRUE,261,2057,0.000119555,0.000323689,0.225305,8.09125e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
256,2,49849186,50756240,TRUE,246,2189,6.06391e-05,0.000395314,0.339751,6.911e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
257,2,50756241,51669493,TRUE,268,2164,NA,0.000312105,NA,2.21743e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
258,2,51669494,52494111,TRUE,265,1943,0.000113849,0.000682424,0.237113,1.87902e-16,FALSE,NA,NA,NA,NA,NA,NA,2,NA
259,2,52494112,53032976,TRUE,149,1847,0.000365082,1.60823e-05,0.0030493,0.361782,FALSE,NA,NA,NA,NA,NA,NA,2,NA
260,2,53032977,53852120,TRUE,308,2411,0.000540132,8.98271e-05,0.00196849,0.111048,FALSE,NA,NA,NA,NA,NA,NA,2,NA
261,2,53852121,54688234,TRUE,215,1888,NA,0.000244062,NA,0.000169414,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
262,2,54688235,55663336,TRUE,285,2393,0.000275611,0.000496097,0.0558438,1.28814e-09,FALSE,NA,NA,NA,NA,NA,NA,2,NA
263,2,55663337,56394698,TRUE,205,1914,NA,0.00011211,NA,0.0406129,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
264,2,56394699,57433653,TRUE,275,2312,NA,0.000379026,NA,5.02335e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
265,2,57433654,57952945,TRUE,125,1604,NA,4.28633e-05,NA,0.175893,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
266,2,57952946,59251996,TRUE,309,2128,0.00017629,0.000550657,0.157958,1.12072e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
267,2,59251997,60775066,TRUE,522,3211,6.31773e-05,0.000867672,0.383693,2.11936e-15,FALSE,NA,NA,NA,NA,NA,NA,2,NA
268,2,60775067,62429910,TRUE,366,2720,0.000531385,0.000330142,0.00431669,8.7402e-05,TRUE,0.0856608,0.0856608,FALSE,-0.55495,0.64232,0.740515,2,NA
269,2,62429911,63672118,TRUE,286,1955,NA,0.000950788,NA,1.48666e-25,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
270,2,63672119,64696089,TRUE,218,1908,0.000349425,0.000443274,0.0126141,8.38999e-10,TRUE,-0.184445,-0.184445,FALSE,-0.95095,0.30075,0.438244,2,NA
271,2,64696090,65938002,TRUE,442,2712,0.000180718,0.000660225,0.19323,2.77552e-11,FALSE,NA,NA,NA,NA,NA,NA,2,NA
272,2,65938003,67224027,TRUE,404,2798,7.02534e-05,0.000108328,0.355715,0.102276,FALSE,NA,NA,NA,NA,NA,NA,2,NA
273,2,67224028,67979828,TRUE,256,2111,NA,0.000268059,NA,0.000126716,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
274,2,67979829,68877774,TRUE,248,2092,1.0299e-05,0.000313049,0.462126,1.18433e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
275,2,68877775,70756283,TRUE,440,3512,0.000179774,0.000404296,0.193938,9.11793e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
276,2,70756284,71385813,TRUE,258,1787,NA,0.000246457,NA,0.000352089,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
277,2,71385814,72160302,TRUE,283,1870,NA,0.000274111,NA,0.000224592,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
278,2,72160303,73544290,TRUE,264,1953,0.000150692,0.00016384,0.175845,0.010728,FALSE,NA,NA,NA,NA,NA,NA,2,NA
279,2,73544291,75148103,TRUE,327,2273,0.0002109,0.000241519,0.123636,0.00136726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
280,2,75148104,75942397,TRUE,291,1957,NA,0.000130355,NA,0.0390408,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
281,2,75942398,76649030,TRUE,154,1914,NA,0.000107166,NA,0.022866,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
282,2,76649031,77372830,TRUE,247,1964,NA,7.7975e-05,NA,0.116855,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
283,2,77372831,78080057,TRUE,271,1805,1.801e-06,0.000214506,0.484217,0.00178705,FALSE,NA,NA,NA,NA,NA,NA,2,NA
284,2,78080058,79019676,TRUE,191,2136,0.000229642,0.000365567,0.0536378,3.59701e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
285,2,79019677,79900055,TRUE,324,2341,7.56456e-05,0.000354814,0.328761,7.59856e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
286,2,79900056,80737811,TRUE,368,1876,0.000218912,0.000382737,0.128157,7.10862e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
287,2,80737812,81623357,TRUE,192,1800,0.000152062,0.000188441,0.138095,0.00137175,FALSE,NA,NA,NA,NA,NA,NA,2,NA
288,2,81623358,82941455,TRUE,165,3419,NA,0.00019493,NA,0.000446047,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
289,2,82941456,84395899,TRUE,187,3131,0.000316003,0.000214071,0.0144455,0.00036143,TRUE,0.217478,0.217478,FALSE,-0.5237,0.95135,0.477655,2,NA
290,2,84395900,85992794,TRUE,399,3289,0.000199234,0.000529821,0.15972,1.73859e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
291,2,85992795,86867032,TRUE,145,2035,NA,0.000106669,NA,0.0216499,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
292,2,86867033,88547312,TRUE,149,853,0.000106559,0.000103883,0.189803,0.0260565,FALSE,NA,NA,NA,NA,NA,NA,2,NA
293,2,88547313,91860961,TRUE,115,1190,1.53214e-05,NA,0.427089,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
294,2,91860962,97339301,TRUE,176,1327,0.000562048,0.000232071,0.000103587,0.000120729,TRUE,0.178794,0.178794,FALSE,-0.35089,0.6612,0.44465,2,NA
295,2,97339302,98989360,TRUE,172,1826,1.53624e-05,0.000348093,0.439376,3.37677e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
296,2,98989361,100202436,TRUE,176,2056,0.000433056,0.000417899,0.00152328,1.74391e-09,TRUE,0.138744,0.138744,FALSE,-0.34272,0.58971,0.517266,2,NA
297,2,100202437,101556799,TRUE,270,3023,7.96047e-05,7.52604e-05,0.306654,0.137604,FALSE,NA,NA,NA,NA,NA,NA,2,NA
298,2,101556800,102494487,TRUE,253,1886,NA,1.63982e-05,NA,0.392752,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
299,2,102494488,103305257,TRUE,166,2003,6.38611e-05,NA,0.299854,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
300,2,103305258,105120578,TRUE,365,2814,0.000461695,0.000538497,0.0106512,2.39068e-09,TRUE,0.261504,0.261504,FALSE,-0.23395,0.84332,0.250891,2,NA
301,2,105120579,106546524,TRUE,464,3472,0.000314856,0.000130222,0.0748254,0.0754887,FALSE,NA,NA,NA,NA,NA,NA,2,NA
302,2,106546525,107412295,TRUE,266,2164,0.000513077,0.000217653,0.00169639,0.00159326,TRUE,0.234486,0.234486,FALSE,-0.4107,0.89222,0.400915,2,NA
303,2,107412296,108417773,TRUE,233,2479,0.000189629,9.46541e-05,0.109228,0.0706547,FALSE,NA,NA,NA,NA,NA,NA,2,NA
304,2,108417774,110097868,TRUE,347,3264,NA,0.000329316,NA,6.28668e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
305,2,110097869,112644828,TRUE,377,2540,0.000492622,0.000248059,0.00788681,0.0020303,TRUE,0.00784861,0.00784861,FALSE,-0.87457,0.65339,0.979307,2,NA
306,2,112644829,113930668,TRUE,249,2551,0.000287617,0.000200638,0.0389142,0.00213874,TRUE,0.0323141,0.0323141,FALSE,-1,0.90402,0.928334,2,NA
307,2,113930669,115203835,TRUE,238,2205,0.000160746,8.04724e-05,0.14931,0.107743,FALSE,NA,NA,NA,NA,NA,NA,2,NA
308,2,115203836,116415816,TRUE,271,2324,0.000311383,0.000121851,0.0340498,0.0428151,TRUE,-0.494408,-0.494408,FALSE,-1,0.40718,0.265185,2,NA
309,2,116415817,117822516,TRUE,211,2995,5.31591e-05,0.000191011,0.347124,0.00193605,FALSE,NA,NA,NA,NA,NA,NA,2,NA
310,2,117822517,118663653,TRUE,161,1930,8.71032e-05,0.000172448,0.240295,0.00153839,FALSE,NA,NA,NA,NA,NA,NA,2,NA
311,2,118663654,119635489,TRUE,278,2283,0.000269728,0.000192419,0.0573369,0.00443398,FALSE,NA,NA,NA,NA,NA,NA,2,NA
312,2,119635490,121073752,TRUE,367,2986,0.000226063,0.000351472,0.12121,3.33487e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
313,2,121073753,122026817,TRUE,380,2103,0.000160225,0.00057065,0.204185,5.99961e-10,FALSE,NA,NA,NA,NA,NA,NA,2,NA
314,2,122026818,123219243,TRUE,197,2225,NA,0.000135648,NA,0.0143196,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
315,2,123219244,123929872,TRUE,129,1904,9.50147e-05,9.47292e-06,0.197411,0.404583,FALSE,NA,NA,NA,NA,NA,NA,2,NA
316,2,123929873,124730991,TRUE,140,1921,5.07794e-05,0.000156856,0.321772,0.00204692,FALSE,NA,NA,NA,NA,NA,NA,2,NA
317,2,124730992,125741528,TRUE,266,2275,0.000182969,0.000276852,0.131643,9.2258e-05,FALSE,NA,NA,NA,NA,NA,NA,2,NA
318,2,125741529,126754027,TRUE,160,2470,NA,8.59119e-05,NA,0.0560553,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
319,2,126754028,127895644,TRUE,323,2986,9.82017e-05,0.000189527,0.2863,0.00811792,FALSE,NA,NA,NA,NA,NA,NA,2,NA
320,2,127895645,129486897,TRUE,416,3747,0.000192119,0.000416093,0.17234,4.54528e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
321,2,129486898,130485398,TRUE,252,2449,NA,0.000259589,NA,0.000165204,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
322,2,130485399,131760638,TRUE,194,1304,0.00023266,0.000179753,0.0536568,0.00290522,FALSE,NA,NA,NA,NA,NA,NA,2,NA
323,2,131760639,132598285,TRUE,115,1335,6.63678e-06,0.000131088,0.457939,0.00368941,FALSE,NA,NA,NA,NA,NA,NA,2,NA
324,2,132598286,133352950,TRUE,99,979,3.86836e-05,7.41666e-05,0.334981,0.047325,FALSE,NA,NA,NA,NA,NA,NA,2,NA
325,2,133352951,134359059,TRUE,343,1959,NA,0.000421585,NA,5.29282e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
326,2,134359060,135160197,TRUE,269,1882,9.20328e-05,0.000201297,0.280499,0.002847,FALSE,NA,NA,NA,NA,NA,NA,2,NA
327,2,135160198,137061003,TRUE,182,2666,2.89718e-05,0.000222013,0.403328,0.0004251,FALSE,NA,NA,NA,NA,NA,NA,2,NA
328,2,137061004,138073791,TRUE,191,2718,NA,0.000319949,NA,7.74156e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
329,2,138073792,139505819,TRUE,271,2848,NA,0.000304146,NA,3.34578e-05,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
330,2,139505820,140934531,TRUE,281,3748,NA,0.000225535,NA,0.00130583,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
331,2,140934532,141802664,TRUE,210,2720,8.92567e-05,5.10843e-05,0.261691,0.193343,FALSE,NA,NA,NA,NA,NA,NA,2,NA
332,2,141802665,142494980,TRUE,174,2366,6.33281e-05,7.69845e-05,0.305341,0.082485,FALSE,NA,NA,NA,NA,NA,NA,2,NA
333,2,142494981,143259780,TRUE,222,1952,0.000289567,5.90863e-05,0.0308932,0.169162,FALSE,NA,NA,NA,NA,NA,NA,2,NA
334,2,143259781,144503688,TRUE,269,2218,2.60431e-05,0.000257855,0.426017,0.000304982,FALSE,NA,NA,NA,NA,NA,NA,2,NA
335,2,144503689,145977920,TRUE,331,1851,0.000248351,0.000172832,0.0894561,0.0147981,FALSE,NA,NA,NA,NA,NA,NA,2,NA
336,2,145977921,147252196,TRUE,257,2094,0.000608674,0.000228689,0.000263894,0.000805473,TRUE,0.0961059,0.0961059,FALSE,-0.50533,0.63814,0.702872,2,NA
337,2,147252197,149568875,TRUE,355,3564,NA,0.000421114,NA,7.14579e-07,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
338,2,149568876,151428988,TRUE,464,3317,0.000272689,0.000336948,0.105422,0.00022783,FALSE,NA,NA,NA,NA,NA,NA,2,NA
339,2,151428989,152497375,TRUE,259,2477,0.000303328,0.000167311,0.0342759,0.0090176,TRUE,0.162757,0.162757,FALSE,-0.96262,1,0.672488,2,NA
340,2,152497376,153999309,TRUE,308,3167,0.000359734,0.000311979,0.0242294,4.86255e-05,TRUE,0.187271,0.187271,FALSE,-0.52973,0.95122,0.523763,2,NA
341,2,153999310,155207969,TRUE,249,2794,NA,0.000215104,NA,0.00107485,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
342,2,155207970,156130947,TRUE,232,1975,NA,0.000145387,NA,0.0141354,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
343,2,156130948,157556096,TRUE,263,2555,NA,0.000423305,NA,5.28448e-08,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
344,2,157556097,159040979,TRUE,332,2134,0.000342755,0.000130929,0.0347008,0.045992,TRUE,0.472391,0.472391,FALSE,-0.5804,1,0.288695,2,NA
345,2,159040980,160200379,TRUE,296,3165,0.000591832,0.000500535,0.000726949,1.35471e-09,TRUE,-0.0257358,-0.0257358,FALSE,-0.49539,0.37022,0.896421,2,NA
346,2,160200380,161432089,TRUE,233,2882,0.000458016,0.000119751,0.00264651,0.0359155,TRUE,0.463511,0.463511,FALSE,-0.34238,1,0.199464,2,NA
347,2,161432090,163607635,TRUE,359,3547,3.31247e-05,0.000419924,0.421431,1.22208e-06,FALSE,NA,NA,NA,NA,NA,NA,2,NA
348,2,163607636,164702312,TRUE,229,1968,0.000215022,NA,0.0822038,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"BIP_noUKB"
349,2,164702313,165917788,TRUE,250,2022,0.00041198,0.000296817,0.00698543,2.67431e-05,TRUE,0.133829,0.133829,FALSE,-0.49952,0.73563,0.612135,2,NA
350,2,165917789,167488576,TRUE,304,3162,NA,0.000549872,NA,6.37166e-11,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
351,2,167488577,168437445,TRUE,137,1971,NA,7.91206e-05,NA,0.0601413,FALSE,NA,NA,NA,NA,NA,NA,1,"MDD_noUKB"
352,2,168437446,169224445,TRUE,279,1848,0.000201945,0.00027999,0.115264,0.000120443,FALSE,NA,NA,NA,NA,NA,NA,2,NA
353,2,169224446,170155561,TRUE,333,1990,0.000193432,0.00048429,0.147061,1.76326e-08,FALSE,NA,NA,NA,NA,NA,NA,2,NA
