"locus","chr","start","stop","processed","K","n_snps","h2_AN","h2_ASD","p_AN","p_ASD","gate_pass","rho_hat","rho_raw","paramlim_drop","rho_lower","rho_upper","bivar_p","n_pheno_returned","dropped_pheno"
190,1,239332149,240248508,TRUE,253,2154,0.000825468,0.000200367,0.00810098,0.330861,FALSE,NA,NA,NA,NA,NA,NA,2,NA
191,1,240248509,241033584,TRUE,231,1585,0.000867979,0.000497056,0.00523551,0.142443,FALSE,NA,NA,NA,NA,NA,NA,2,NA
192,1,241033585,241813534,TRUE,266,1838,0.00122221,NA,0.000430656,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
193,1,241813535,242417923,TRUE,174,1578,0.000497725,NA,0.047054,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
194,1,242417924,243048003,TRUE,181,1705,0.000371698,NA,0.0872457,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
195,1,243048004,244723196,TRUE,266,2248,0.00129066,NA,0.000389079,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
196,1,244723197,245970505,TRUE,414,2633,0.00192705,NA,2.38195e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
197,1,245970506,246610290,TRUE,133,2158,0.000274519,NA,0.118958,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
198,1,246610291,247531112,TRUE,290,2682,0.00201261,NA,1.28585e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
199,1,247531113,248341594,TRUE,261,2569,0.000969847,NA,0.00270941,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
200,1,248341595,249240538,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
201,2,10181,789195,TRUE,180,1719,0.00036633,NA,0.0900171,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
202,2,789196,1376545,TRUE,117,2186,0.000645312,NA,0.00318152,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
203,2,1376546,1875060,TRUE,188,1594,0.000206768,0.000479059,0.225837,0.127676,FALSE,NA,NA,NA,NA,NA,NA,2,NA
204,2,1875061,2680063,TRUE,247,1858,0.00113234,0.000555388,0.000523157,0.124954,FALSE,NA,NA,NA,NA,NA,NA,2,NA
205,2,2680064,3314202,TRUE,290,1854,0.000999587,NA,0.0035924,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
206,2,3314203,4016104,TRUE,257,1834,0.000671236,NA,0.0245526,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
207,2,4016105,4766969,TRUE,140,1617,0.000912223,NA,0.000679896,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
208,2,4766970,5568653,TRUE,141,1581,0.000433855,7.67215e-05,0.0438869,0.40143,FALSE,NA,NA,NA,NA,NA,NA,2,NA
209,2,5568654,6306606,TRUE,255,2019,0.00116702,NA,0.000578382,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
210,2,6306607,7108208,TRUE,203,1723,0.00110725,NA,0.000323913,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
211,2,7108209,7966709,TRUE,159,1851,0.000852809,NA,0.00147209,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
212,2,7966710,8978798,TRUE,204,1551,0.000979043,NA,0.00153962,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
213,2,8978799,9960670,TRUE,173,1665,5.59382e-05,NA,0.404962,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
214,2,9960671,10611654,TRUE,266,2064,0.000806922,NA,0.0129295,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
215,2,10611655,11230349,TRUE,237,1929,0.00054037,0.000239165,0.0467356,0.297345,FALSE,NA,NA,NA,NA,NA,NA,2,NA
216,2,11230350,11995765,TRUE,196,1606,0.000377414,NA,0.100423,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
217,2,11995766,12732506,TRUE,321,1914,0.000721135,0.000477146,0.027612,0.1894,FALSE,NA,NA,NA,NA,NA,NA,2,NA
218,2,12732507,13625450,TRUE,120,2138,0.000390807,NA,0.0436408,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
219,2,13625451,14692120,TRUE,196,2734,0.000574689,9.0048e-06,0.0289283,0.478173,FALSE,NA,NA,NA,NA,NA,NA,2,NA
220,2,14692121,15721703,TRUE,154,2014,0.00235611,0.000469892,5.77359e-13,0.110292,FALSE,NA,NA,NA,NA,NA,NA,2,NA
221,2,15721704,17241115,TRUE,373,3116,0.00138415,NA,0.000698423,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
222,2,17241116,18656325,TRUE,332,3691,0.000689005,0.000563099,0.032558,0.155361,FALSE,NA,NA,NA,NA,NA,NA,2,NA
223,2,18656326,20064517,TRUE,389,3634,0.00100916,NA,0.00719203,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
224,2,20064518,21084898,TRUE,321,2324,0.00148994,0.00019656,0.000107921,0.351033,FALSE,NA,NA,NA,NA,NA,NA,2,NA
225,2,21084899,22429640,TRUE,184,2065,0.00100407,NA,0.000569154,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
226,2,22429641,23538527,TRUE,270,2227,0.000389524,0.000303014,0.12131,0.266658,FALSE,NA,NA,NA,NA,NA,NA,2,NA
227,2,23538528,24669224,TRUE,229,2739,0.0011306,NA,0.000350456,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
228,2,24669225,25895394,TRUE,240,2127,0.00115067,NA,0.000335171,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
229,2,25895395,26894102,TRUE,217,1766,0.00112811,NA,0.000331304,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
230,2,26894103,28819510,TRUE,321,2970,0.00232468,NA,7.96734e-09,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
231,2,28819511,29627932,TRUE,258,1888,0.00120886,NA,0.000274795,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
232,2,29627933,30575619,TRUE,272,2063,0.00098503,NA,0.00290742,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
233,2,30575620,31457418,TRUE,253,2445,0.00108414,0.000732663,0.000870583,0.069802,FALSE,NA,NA,NA,NA,NA,NA,2,NA
234,2,31457419,33123604,TRUE,278,2610,0.00105654,NA,0.00211183,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
235,2,33123605,33735318,TRUE,251,1863,0.00119865,0.000527896,0.000333826,0.138185,FALSE,NA,NA,NA,NA,NA,NA,2,NA
236,2,33735319,34239776,TRUE,147,1812,5.96981e-05,0.000197795,0.388386,0.286808,FALSE,NA,NA,NA,NA,NA,NA,2,NA
237,2,34239777,34890558,TRUE,160,1679,0.000754024,0.000483536,0.00336504,0.108208,FALSE,NA,NA,NA,NA,NA,NA,2,NA
238,2,34890559,35609257,TRUE,133,1905,0.000839594,7.05205e-05,0.000683785,0.405316,FALSE,NA,NA,NA,NA,NA,NA,2,NA
239,2,35609258,36120743,TRUE,117,1943,0.000187583,NA,0.186964,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
240,2,36120744,36867389,TRUE,244,1994,0.00104435,NA,0.000899228,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
241,2,36867390,37603360,TRUE,220,1928,0.000659913,NA,0.0186759,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
242,2,37603361,38887393,TRUE,376,3351,0.00163949,0.000383986,7.10288e-05,0.253506,FALSE,NA,NA,NA,NA,NA,NA,2,NA
243,2,38887394,40087418,TRUE,217,1794,0.00143279,NA,9.87723e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
244,2,40087419,40786176,TRUE,260,1855,0.000973717,NA,0.00257662,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
245,2,40786177,41540439,TRUE,160,1798,0.000698148,0.000346946,0.00536849,0.182008,FALSE,NA,NA,NA,NA,NA,NA,2,NA
246,2,41540440,42307418,TRUE,192,2325,0.000561902,0.000104057,0.025355,0.390478,FALSE,NA,NA,NA,NA,NA,NA,2,NA
247,2,42307419,43295776,TRUE,287,2235,0.00117083,NA,0.000699208,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
248,2,43295777,44104110,TRUE,224,1941,0.000734779,NA,0.0102797,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
249,2,44104111,45189468,TRUE,308,2354,0.00121854,NA,0.000647483,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
250,2,45189469,45850047,TRUE,313,1801,0.000785242,NA,0.0181676,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
251,2,45850048,46499326,TRUE,393,1820,0.00131903,NA,0.00120935,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
252,2,46499327,47320114,TRUE,332,2197,0.000624147,NA,0.0481732,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
253,2,47320115,48171058,TRUE,347,1921,0.0012344,NA,0.00125029,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
254,2,48171059,49114132,TRUE,248,2194,0.000561925,NA,0.0408284,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
255,2,49114133,49849185,TRUE,225,2076,0.00129285,NA,4.91643e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
256,2,49849186,50756240,TRUE,225,2190,0.00042615,NA,0.079537,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
257,2,50756241,51669493,TRUE,256,2195,0.00131103,9.84879e-05,8.98248e-05,0.409047,FALSE,NA,NA,NA,NA,NA,NA,2,NA
258,2,51669494,52494111,TRUE,241,1973,0.00098318,0.000280019,0.00162481,0.270511,FALSE,NA,NA,NA,NA,NA,NA,2,NA
259,2,52494112,53032976,TRUE,122,1809,0.000626971,0.000657645,0.00447585,0.0320097,TRUE,0.0153212,0.0153212,FALSE,-1,0.96374,0.967834,2,NA
260,2,53032977,53852120,TRUE,241,2335,0.000708477,NA,0.0145938,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
261,2,53852121,54688234,TRUE,186,1882,0.000771179,NA,0.00392568,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
262,2,54688235,55663336,TRUE,265,2441,0.000177744,NA,0.282792,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
263,2,55663337,56394698,TRUE,191,2003,0.00149842,NA,1.08453e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
264,2,56394699,57433653,TRUE,211,2255,0.000898668,NA,0.00234275,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
265,2,57433654,57952945,TRUE,113,1677,0.000235344,NA,0.131656,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
266,2,57952946,59251996,TRUE,284,2137,0.001148,0.000696932,0.000756332,0.0908166,FALSE,NA,NA,NA,NA,NA,NA,2,NA
267,2,59251997,60775066,TRUE,473,3240,0.00134442,0.000117863,0.00155422,0.421284,FALSE,NA,NA,NA,NA,NA,NA,2,NA
268,2,60775067,62429910,TRUE,319,2657,0.00116144,NA,0.00120609,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
269,2,62429911,63672118,TRUE,257,2011,0.000417859,NA,0.0996269,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
270,2,63672119,64696089,TRUE,209,1975,0.00081674,0.000591437,0.00414798,0.0935364,FALSE,NA,NA,NA,NA,NA,NA,2,NA
271,2,64696090,65938002,TRUE,322,2574,0.0012124,0.000152468,0.00111323,0.38105,FALSE,NA,NA,NA,NA,NA,NA,2,NA
272,2,65938003,67224027,TRUE,300,2764,0.00140156,NA,0.000126301,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
273,2,67224028,67979828,TRUE,233,2150,0.000917673,0.000737601,0.00242253,0.0613129,FALSE,NA,NA,NA,NA,NA,NA,2,NA
274,2,67979829,68877774,TRUE,195,2070,0.000583398,NA,0.0249265,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
275,2,68877775,70756283,TRUE,349,3446,0.00062163,NA,0.0523416,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
276,2,70756284,71385813,TRUE,232,1844,0.000649289,NA,0.0207319,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
277,2,71385814,72160302,TRUE,236,1860,0.000381469,NA,0.109279,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
278,2,72160303,73544290,TRUE,159,1821,0.000989834,NA,0.000285273,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
279,2,73544291,75148103,TRUE,224,2207,0.00110218,0.000272129,0.000429263,0.268753,FALSE,NA,NA,NA,NA,NA,NA,2,NA
280,2,75148104,75942397,TRUE,238,1890,0.000697258,NA,0.0170495,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
281,2,75942398,76649030,TRUE,141,2001,0.000500678,NA,0.0215976,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
282,2,76649031,77372830,TRUE,177,2058,0.000646692,NA,0.0128496,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
283,2,77372831,78080057,TRUE,201,1780,0.001268,0.000281545,6.34881e-05,0.251262,FALSE,NA,NA,NA,NA,NA,NA,2,NA
284,2,78080058,79019676,TRUE,129,2086,0.000905711,NA,0.000251316,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
285,2,79019677,79900055,TRUE,274,2391,0.00121317,6.09327e-05,0.000410435,0.440896,FALSE,NA,NA,NA,NA,NA,NA,2,NA
286,2,79900056,80737811,TRUE,316,1853,3.6687e-05,0.000209679,0.449026,0.341189,FALSE,NA,NA,NA,NA,NA,NA,2,NA
287,2,80737812,81623357,TRUE,143,1736,0.000151404,NA,0.256282,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
288,2,81623358,82941455,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
289,2,82941456,84395899,TRUE,116,3039,0.00093752,NA,0.000100105,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
290,2,84395900,85992794,TRUE,319,3199,0.0012862,NA,0.000428028,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
291,2,85992795,86867032,TRUE,108,1996,0.00104806,0.000316904,8.47156e-06,0.158036,FALSE,NA,NA,NA,NA,NA,NA,2,NA
292,2,86867033,88547312,TRUE,97,738,9.69511e-05,0.000271099,0.305153,0.180492,FALSE,NA,NA,NA,NA,NA,NA,2,NA
293,2,88547313,91860961,TRUE,55,983,0.000179773,0.000469385,0.121666,0.0278702,FALSE,NA,NA,NA,NA,NA,NA,2,NA
294,2,91860962,97339301,TRUE,97,1028,0.000780435,NA,0.000881566,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
295,2,97339302,98989360,TRUE,140,2015,0.000729119,0.000101272,0.00264726,0.375542,FALSE,NA,NA,NA,NA,NA,NA,2,NA
296,2,98989361,100202436,TRUE,142,1920,NA,4.68752e-05,NA,0.433371,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
297,2,100202437,101556799,TRUE,230,2963,0.00102284,NA,0.000930493,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
298,2,101556800,102494487,TRUE,220,1894,0.000511993,NA,0.04754,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
299,2,102494488,103305257,TRUE,156,2027,0.000265007,0.000332883,0.141889,0.188357,FALSE,NA,NA,NA,NA,NA,NA,2,NA
300,2,103305258,105120578,TRUE,261,2626,0.000793699,0.000882124,0.0112827,0.041456,TRUE,0.516668,0.516668,FALSE,-0.32011,1,0.195729,2,NA
301,2,105120579,106546524,TRUE,364,3367,0.000315784,0.00102216,0.202302,0.0435294,FALSE,NA,NA,NA,NA,NA,NA,2,NA
302,2,106546525,107412295,TRUE,231,2216,0.00185248,NA,1.04913e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
303,2,107412296,108417773,TRUE,166,2367,6.03357e-05,NA,0.394649,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
304,2,108417774,110097868,TRUE,264,3267,0.00113577,NA,0.000764763,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
305,2,110097869,112644828,TRUE,262,2386,0.00109891,NA,0.00140958,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
306,2,112644829,113930668,TRUE,219,2619,0.000966967,NA,0.00119564,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
307,2,113930669,115203835,TRUE,186,2175,0.00125487,NA,2.70235e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
308,2,115203836,116415816,TRUE,207,2299,0.000105299,2.39879e-05,0.347384,0.465215,FALSE,NA,NA,NA,NA,NA,NA,2,NA
309,2,116415817,117822516,TRUE,130,2863,0.000796289,0.000114185,0.000997816,0.357509,FALSE,NA,NA,NA,NA,NA,NA,2,NA
310,2,117822517,118663653,TRUE,126,2056,0.00133128,0.000248854,3.87459e-07,0.227412,FALSE,NA,NA,NA,NA,NA,NA,2,NA
311,2,118663654,119635489,TRUE,248,2303,0.000914856,NA,0.00307016,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
312,2,119635490,121073752,TRUE,267,2836,0.000843782,NA,0.00768801,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
313,2,121073753,122026817,TRUE,245,1847,0.000671561,0.00138198,0.0293516,0.0033944,TRUE,0.350357,0.350357,FALSE,-0.5157,1,0.324614,2,NA
314,2,122026818,123219243,TRUE,148,2190,0.000151492,0.000279155,0.256441,0.220691,FALSE,NA,NA,NA,NA,NA,NA,2,NA
315,2,123219244,123929872,TRUE,90,1871,2.77535e-05,NA,0.422858,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
316,2,123929873,124730991,TRUE,93,1881,0.0003598,0.000132484,0.0399533,0.312279,FALSE,NA,NA,NA,NA,NA,NA,2,NA
317,2,124730992,125741528,TRUE,246,2322,0.000933107,NA,0.00255609,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
318,2,125741529,126754027,TRUE,123,2471,0.000935865,NA,0.000112148,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
319,2,126754028,127895644,TRUE,234,2945,0.00153941,NA,4.78229e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
320,2,127895645,129486897,TRUE,325,3612,0.00118124,0.000226394,0.00112137,0.332362,FALSE,NA,NA,NA,NA,NA,NA,2,NA
321,2,129486898,130485398,TRUE,167,2384,0.000676031,NA,0.007421,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
322,2,130485399,131760638,TRUE,90,1009,0.000700577,0.000250504,0.00107435,0.189385,FALSE,NA,NA,NA,NA,NA,NA,2,NA
323,2,131760639,132598285,TRUE,34,953,NA,0.000226123,NA,0.10766,FALSE,NA,NA,NA,NA,NA,NA,1,"AN"
324,2,132598286,133352950,TRUE,48,527,3.57529e-05,NA,0.374872,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
325,2,133352951,134359059,TRUE,273,1895,0.00066678,NA,0.0270836,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
326,2,134359060,135160197,TRUE,233,1864,0.00032122,NA,0.145205,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
327,2,135160198,137061003,TRUE,135,2256,0.000505219,0.000475072,0.0316703,0.0944139,FALSE,NA,NA,NA,NA,NA,NA,2,NA
328,2,137061004,138073791,TRUE,175,2804,0.000354213,8.68265e-05,0.0930037,0.401651,FALSE,NA,NA,NA,NA,NA,NA,2,NA
329,2,138073792,139505819,TRUE,192,2737,0.00109758,NA,0.000196887,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
330,2,139505820,140934531,TRUE,235,3747,0.000755105,0.000686969,0.0103541,0.0751462,FALSE,NA,NA,NA,NA,NA,NA,2,NA
331,2,140934532,141802664,TRUE,179,2751,0.000605815,NA,0.0154825,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
332,2,141802665,142494980,TRUE,150,2423,0.000795638,0.000519457,0.00140993,0.0868182,FALSE,NA,NA,NA,NA,NA,NA,2,NA
333,2,142494981,143259780,TRUE,187,1872,0.000726983,0.000652476,0.00680153,0.0640574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
334,2,143259781,144503688,TRUE,205,2167,0.00144313,0.000550527,5.27476e-06,0.106636,FALSE,NA,NA,NA,NA,NA,NA,2,NA
335,2,144503689,145977920,TRUE,262,1760,0.000813644,NA,0.00971668,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
336,2,145977921,147252196,TRUE,187,1971,0.000579063,NA,0.0236934,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
337,2,147252197,149568875,TRUE,229,3397,0.00120528,0.000250089,0.000178074,0.286408,FALSE,NA,NA,NA,NA,NA,NA,2,NA
338,2,149568876,151428988,TRUE,361,3205,0.00166644,NA,3.46284e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
339,2,151428989,152497375,TRUE,221,2475,0.0013418,NA,2.79874e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
340,2,152497376,153999309,TRUE,245,3117,0.00128739,0.000265892,8.18111e-05,0.281697,FALSE,NA,NA,NA,NA,NA,NA,2,NA
341,2,153999310,155207969,TRUE,211,2849,0.000897591,0.000464762,0.0020999,0.14742,FALSE,NA,NA,NA,NA,NA,NA,2,NA
342,2,155207970,156130947,TRUE,183,1937,0.00066103,NA,0.0121657,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
343,2,156130948,157556096,TRUE,237,2602,0.000990169,0.000630832,0.00145802,0.0929991,FALSE,NA,NA,NA,NA,NA,NA,2,NA
344,2,157556097,159040979,TRUE,212,1965,0.00206662,0.000394188,3.94669e-09,0.185263,FALSE,NA,NA,NA,NA,NA,NA,2,NA
345,2,159040980,160200379,TRUE,249,3242,0.00177054,0.000466175,5.41282e-07,0.165612,FALSE,NA,NA,NA,NA,NA,NA,2,NA
346,2,160200380,161432089,TRUE,210,2969,0.000828519,NA,0.00362673,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
347,2,161432090,163607635,TRUE,220,3268,0.00176782,NA,3.77665e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
348,2,163607636,164702312,TRUE,170,1870,0.0011886,NA,4.88816e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
349,2,164702313,165917788,TRUE,214,1983,0.00138658,9.01783e-05,1.80174e-05,0.407908,FALSE,NA,NA,NA,NA,NA,NA,2,NA
350,2,165917789,167488576,TRUE,282,3264,0.000694248,NA,0.0223569,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
351,2,167488577,168437445,TRUE,77,1944,0.000633801,NA,0.000838221,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
352,2,168437446,169224445,TRUE,231,1794,0.00092907,4.63459e-05,0.00244405,0.448033,FALSE,NA,NA,NA,NA,NA,NA,2,NA
353,2,169224446,170155561,TRUE,257,1903,0.0011508,0.000310646,0.000569375,0.25686,FALSE,NA,NA,NA,NA,NA,NA,2,NA
354,2,170155562,170865765,TRUE,101,1982,0.000308346,0.000254985,0.0678496,0.198266,FALSE,NA,NA,NA,NA,NA,NA,2,NA
355,2,170865766,171566482,TRUE,241,1798,0.00104233,0.000240944,0.00108952,0.297574,FALSE,NA,NA,NA,NA,NA,NA,2,NA
356,2,171566483,172501315,TRUE,164,1960,0.000988216,NA,0.000273048,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
357,2,172501316,173287857,TRUE,195,1829,0.00173467,NA,6.47917e-08,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
358,2,173287858,174118389,TRUE,186,2147,0.0012993,0.000408371,1.5832e-05,0.162417,FALSE,NA,NA,NA,NA,NA,NA,2,NA
359,2,174118390,174927563,TRUE,253,1648,0.0014481,NA,3.61221e-05,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
360,2,174927564,176734750,TRUE,319,3365,0.00182762,NA,2.56525e-06,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
361,2,176734751,178149981,TRUE,370,2810,0.000759682,NA,0.0288869,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
362,2,178149982,179224870,TRUE,141,2585,0.000716225,NA,0.00265937,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
363,2,179224871,180336045,TRUE,278,2215,0.000968679,NA,0.00310823,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
364,2,180336046,181309939,TRUE,250,2498,0.000512458,NA,0.0559039,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
365,2,181309940,182307877,TRUE,171,2240,0.000716728,NA,0.0055359,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
366,2,182307878,183352290,TRUE,193,2040,0.00116105,0.000181485,0.000121346,0.324206,FALSE,NA,NA,NA,NA,NA,NA,2,NA
367,2,183352291,184148655,TRUE,131,1938,0.000393754,0.000319676,0.0524725,0.177723,FALSE,NA,NA,NA,NA,NA,NA,2,NA
368,2,184148656,184866232,TRUE,118,1554,0.00102377,0.000222665,5.27498e-05,0.24309,FALSE,NA,NA,NA,NA,NA,NA,2,NA
369,2,184866233,186244920,TRUE,159,2602,0.00217778,0.000883026,1.2289e-11,0.0153206,TRUE,-0.0521909,-0.0521909,FALSE,-0.68162,0.4509,0.826735,2,NA
370,2,186244921,187498047,TRUE,79,2303,0.00038659,NA,0.0216118,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
371,2,187498048,188895310,TRUE,162,2627,0.00161753,4.15514e-05,6.61714e-08,0.442913,FALSE,NA,NA,NA,NA,NA,NA,2,NA
372,2,188895311,189882702,TRUE,88,1914,0.000603623,NA,0.00241908,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
373,2,189882703,191051954,TRUE,119,2104,0.00143683,NA,1.03216e-07,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
374,2,191051955,193033982,TRUE,308,3144,0.000963938,0.000229321,0.00561407,0.326246,FALSE,NA,NA,NA,NA,NA,NA,2,NA
375,2,193033983,195300250,TRUE,122,2071,0.000622161,0.000477056,0.00653172,0.0836811,FALSE,NA,NA,NA,NA,NA,NA,2,NA
376,2,195300251,196446299,TRUE,130,2524,0.000230445,NA,0.165604,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
377,2,196446300,198140350,TRUE,200,3042,0.000715513,NA,0.00873437,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
378,2,198140351,199654969,TRUE,130,1877,0.000597785,0.000188464,0.00819381,0.283904,FALSE,NA,NA,NA,NA,NA,NA,2,NA
379,2,199654970,201324132,TRUE,235,2394,0.000659409,8.5003e-05,0.0207756,0.416267,FALSE,NA,NA,NA,NA,NA,NA,2,NA
380,2,201324133,202504862,TRUE,191,2096,0.000866366,2.72603e-05,0.00183245,0.460726,FALSE,NA,NA,NA,NA,NA,NA,2,NA
381,2,202504863,203639686,TRUE,199,1776,0.00114944,NA,0.000153386,NA,FALSE,NA,NA,NA,NA,NA,NA,1,"ASD"
